pool	file	id	zscore	ratio
H5	2000133752_2012-04-19_H5	IOH6536_RPS6KB2	2.18994859739	1.35540540541
H5	2000133752_2012-04-19_H5	IOH27934_ECH1	1.36222132897	1.24641991628
H5	2000133752_2012-04-19_H5	IOH10622_BCL2	4.04426315664	1.599559956
H5	2000133752_2012-04-19_H5	IOH11266_C12orf49	2.76921923775	1.43167701863
H5	2000133752_2012-04-19_H5	IOH50118_SPRR2A	2.49133818179	1.39508887667
H5	2000133752_2012-04-19_H5	BC050085_	2.56315937041	1.40454545455
H5	2000133752_2012-04-19_H5	IOH25734_RNH1	2.1630472867	1.35186335404
H5	2000133752_2012-04-19_H5	IOH43323_	5.18683110476	1.75
H5	2000133752_2012-04-19_H5	IOH13062_MAPRE3	1.59943160836	1.27765300393
H5	2000133752_2012-04-19_H5	IOH5494_SF3B4	3.10899773024	1.47641509434
H5	2000133752_2012-04-19_H5	IOH46096_ETV4	2.70124735643	1.42272727273
H5	2000133752_2012-04-19_H5	IOH26739_MGC:54300 IMAGE:6500495	1.99418572432	1.32962962963
H5	2000133752_2012-04-19_H5	IOH21423_C9orf3	1.86852517906	1.31308411215
H5	2000133752_2012-04-19_H5	IOH4487_PCBP2	3.84543190412	1.57338017174
H5	2000133752_2012-04-19_H5	IOH26964_FAM131B	3.25892358852	1.49615558571
H5	2000133752_2012-04-19_H5	IOH12991_IMP4	1.49280124623	1.26361315939
H5	2000133752_2012-04-19_H5	IOH9720_C5orf3	2.8132924328	1.4374800638
H5	2000133752_2012-04-19_H5	IOH22698_C11orf75	2.21022493741	1.35807515777
H5	2000133752_2012-04-19_H5	IOH28087_METTL3	2.22697319884	1.36028037383
H5	2000133752_2012-04-19_H5	IOH21959_C10orf88	2.99177094589	1.4609800363
H5	2000133752_2012-04-19_H5	IOH50094_UBE2W	2.71205015806	1.42414965986
H5	2000133752_2012-04-19_H5	IOH40061_EPHA10	2.46126380008	1.39112903226
H5	2000133752_2012-04-19_H5	IOH3110_RGS19	2.79009905235	1.43442622951
H5	2000133752_2012-04-19_H5	IOH9807_PDE9A	3.53713241934	1.53278688525
H5	2000133752_2012-04-19_H5	IOH13701_CLTA	1.58047395086	1.27515688032
H5	2000133752_2012-04-19_H5	IOH38073_GRHL2	24.4054517024	4.28048418972
H5	2000133752_2012-04-19_H5	IOH13113_RNASEH2A	2.65427620741	1.41654265873
H5	2000133752_2012-04-19_H5	BC004858_	1.79728248499	1.3037037037
H5	2000133752_2012-04-19_H5	IOH4445_OTP	1.52625014846	1.26801732137
H5	2000133752_2012-04-19_H5	IOH54736_IFNA4	3.07715354059	1.47222222222
H5	2000133752_2012-04-19_H5	IOH6821_ANXA11	2.17951976409	1.35403225806
H5	2000133752_2012-04-19_H5	IOH59980_SNX12	3.26813917059	1.49736898625
H5	2000133752_2012-04-19_H5	IOH21937_RNF41	1.20496219971	1.22571386518
H5	2000133752_2012-04-19_H5	IOH35535_ZNF781	1.05074218768	1.20540796964
H5	2000133752_2012-04-19_H5	IOH11198_ALDH1L1	3.8628446384	1.57567287785
H5	2000133752_2012-04-19_H5	IOH3222_ANXA1	2.68483272262	1.42056598487
H5	2000133752_2012-04-19_H5	IOH14162_AKR1C1	2.38623413832	1.38125
H5	2000133752_2012-04-19_H5	IOH4770_HLA-A	3.39503063303	1.51407657658
H5	2000133752_2012-04-19_H5	IOH40111_TANK	1.7953425516	1.30344827586
H5	2000133752_2012-04-19_H5	IOH63022_IGKC	1.97362989164	1.32692307692
H5	2000133752_2012-04-19_H5	IOH22548_AADAT	2.71850835468	1.425
H5	2000133752_2012-04-19_H5	IOH27214_PPEF1	1.48203147987	1.26219512195
H5	2000133752_2012-04-19_H5	IOH3118_YPEL5	2.46278122292	1.39132882883
H5	2000133752_2012-04-19_H5	IOH7548_SCP2	4.53503520061	1.66417910448
H5	2000133752_2012-04-19_H5	IOH21535_RP5-821D11.2	2.26983977037	1.36592454486
H5	2000133752_2012-04-19_H5	IOH45468_CDK5RAP1	1.53257623946	1.26885026738
H5	2000133752_2012-04-19_H5	IOH45523_	2.6980035804	1.42230017007
H5	2000133752_2012-04-19_H5	IOH40478_HPS4	1.30659797678	1.23909608091
H5	2000133752_2012-04-19_H5	IOH40271_ELA2B	1.44905114626	1.25785265563
H5	2000133752_2012-04-19_H5	IOH3879_ALDOC	2.55984904198	1.40410958904
H5	2000133752_2012-04-19_H5	IOH23183_IGL@	2.39689016276	1.38265306122
H5	2000133752_2012-04-19_H5	IOH3279_SERPINB1	2.73311381474	1.42692307692
H5	2000133752_2012-04-19_H5	IOH27820_BID	3.38324515146	1.51252480159
H5	2000133752_2012-04-19_H5	IOH54963_SULT1B1	2.52863737391	1.4
H5	2000133752_2012-04-19_H5	IOH26582_TMEM110	3.5777549965	1.53813559322
H5	2000133752_2012-04-19_H5	IOH45724_KCNJ1	1.63113912481	1.28182788051
H5	2000133752_2012-04-19_H5	IOH29117_GSTM5	2.84500613163	1.4416557544
H5	2000133752_2012-04-19_H5	IOH3774_RNF24	1.34797139424	1.24454365079
H5	2000133752_2012-04-19_H5	IOH6801_ZBED3	2.21218573928	1.35833333333
H5	2000133752_2012-04-19_H5	IOH52086_TOM1	2.80481334594	1.43636363636
H5	2000133752_2012-04-19_H5	IOH21644_FAM89B	2.82913086	1.43956548348
H5	2000133752_2012-04-19_H5	IOH5553_WNT6	2.31905301261	1.37240437158
H5	2000133752_2012-04-19_H5	IOH40518_DCST1	2.37971895761	1.38039215686
H5	2000133752_2012-04-19_H5	IOH61403_ZNF641	2.59494152592	1.40873015873
H5	2000133752_2012-04-19_H5	IOH4858_ATP5G1	2.63354325826	1.41381278539
H5	2000133752_2012-04-19_H5	IOH43942_ASTE1	31.8844223897	5.265227969
H5	2000133752_2012-04-19_H5	IOH4518_WBP11	1.19993309171	1.22505169079
H5	2000133752_2012-04-19_H5	IOH4405_SIRT5	3.73814793428	1.55925426774
H5	2000133752_2012-04-19_H5	IOH28677_FGD5	12.0919977013	2.65919193764
H5	2000133752_2012-04-19_H5	IOH28966_RABEPK	2.62190732937	1.41228070175
H5	2000133752_2012-04-19_H5	IOH22543_DNAJA4	2.5671426777	1.40506993007
H5	2000133752_2012-04-19_H5	IOH44569_LGALS14	1.86506976079	1.3126291429
H5	2000133752_2012-04-19_H5	IOH3558_POLA2	2.71831999061	1.42497519841
H5	2000133752_2012-04-19_H5	IOH12413_ID4	3.17053271146	1.48451730419
H5	2000133752_2012-04-19_H5	IOH10832_C4orf32	2.7976305109	1.43541788428
H5	2000133752_2012-04-19_H5	IOH4284_SNRPN	2.32553401198	1.37325771412
H5	2000133752_2012-04-19_H5	IOH59210_SETD4	4.25826935418	1.62773780032
H5	2000133752_2012-04-19_H5	IOH40610_KCTD9	1.95736098118	1.32478097622
H5	2000133752_2012-04-19_H5	IOH63008_HDAC6	3.4879854873	1.52631578947
H5	2000133752_2012-04-19_H5	IOH26700_NAT1	4.3397144213	1.63846153846
H5	2000133752_2012-04-19_H5	IOH57811_ING3	2.28869800854	1.36840757808
H5	2000133752_2012-04-19_H5	IOH12110_FANCC	3.24845842399	1.49477765469
H5	2000133752_2012-04-19_H5	IOH39850_PICALM	1.82019902116	1.30672108636
H5	2000133752_2012-04-19_H5	IOH55572_RECQL	2.5761051191	1.40625
H5	2000133752_2012-04-19_H5	IOH61487_FTH1	9.55842786887	2.32560096154
H5	2000133752_2012-04-19_H5	IOH55862_KIF14	2.87059833759	1.4450254381
H5	2000133752_2012-04-19_H5	IOH11339_HK3	2.47587073132	1.39305230289
H5	2000133752_2012-04-19_H5	IOH39799_TMEM154	12.9270550947	2.76914257228
H5	2000133752_2012-04-19_H5	IOH7504_EIF3S6	8.40953804847	2.174328527
H5	2000133752_2012-04-19_H5	IOH5342_PRKAR2A	3.46612534148	1.5234375
H5	2000133752_2012-04-19_H5	IOH10666_SH3BP2	3.49201426885	1.52684625252
H5	2000133752_2012-04-19_H5	IOH5018_TERF2IP	2.41379365862	1.38487871674
H5	2000133752_2012-04-19_H5	IOH6445_PRSS12	2.36753472355	1.37878787879
H5	2000133752_2012-04-19_H5	IOH21867_PSIP1	1.28834600288	1.2366928735
H5	2000133752_2012-04-19_H5	IOH12083_3-Sep	2.66181077014	1.41753472222
H5	2000133752_2012-04-19_H5	IOH6877_PNO1	2.86364164611	1.44410946197
H5	2000133752_2012-04-19_H5	IOH27303_GNA14	1.93157320544	1.32138554217
H5	2000133752_2012-04-19_H5	IOH36714_GPRC5C	2.80192875863	1.43598382749
H5	2000133752_2012-04-19_H5	IOH58953_SAA1	4.26779957619	1.62899262899
H5	2000133752_2012-04-19_H5	IOH59021_CRYBA4	3.01298823219	1.46377368152
H5	2000133752_2012-04-19_H5	IOH62861_	2.02559526416	1.33376527212
H5	2000133752_2012-04-19_H5	IOH42392_KCNJ6	1.944013827	1.32302357836
H5	2000133752_2012-04-19_H5	IOH10173_TMEM183A	1.80593757244	1.30484330484
H5	2000133752_2012-04-19_H5	IOH3527_AHSA1	1.13049651547	1.21590909091
H5	2000133752_2012-04-19_H5	IOH29191_POGZ	5.68271145294	1.8152917505
H5	2000133752_2012-04-19_H5	IOH10882_C20orf141	3.23467285552	1.49296253155
H5	2000133752_2012-04-19_H5	IOH11447_KIAA0515	2.13702847606	1.3484375
H5	2000133752_2012-04-19_H5	IOH27907_RNASEH2C	2.02066010943	1.33311546841
H5	2000133752_2012-04-19_H5	IOH4530_MGC3207	3.33548811858	1.50623671155
H5	2000133752_2012-04-19_H5	IOH45932_MXD4	11.8911919876	2.63275217933
H5	2000133752_2012-04-19_H5	IOH4917_PSMA6	2.75897266206	1.43032786885
H5	2000133752_2012-04-19_H5	IOH21520_SLC23A3	1.25579857685	1.23240740741
H5	2000133752_2012-04-19_H5	IOH46175_MAST2	2.36653408597	1.37865612648
H5	2000133752_2012-04-19_H5	IOH51926_TXNDC10	2.52078556643	1.39896616541
H5	2000133752_2012-04-19_H5	IOH14312_TNK2	1.53718437927	1.26945701357
H5	2000133752_2012-04-19_H5	IOH43284_SOX30	1.47907278573	1.26180555556
H5	2000133752_2012-04-19_H5	IOH57115_FRAG1	2.61353061504	1.41117775354
H5	2000133752_2012-04-19_H5	IOH11249_ATCAY	2.5806908236	1.40685379218
H5	2000133752_2012-04-19_H5	IOH9973_TRIM27	3.33022712781	1.50554400554
H5	2000133752_2012-04-19_H5	IOH6624_MOSPD3	1.93370830081	1.32166666667
H5	2000133752_2012-04-19_H5	IOH12123_RFESD	2.50695191471	1.39714471123
H5	2000133752_2012-04-19_H5	IOH10831_CRABP1	2.69828832816	1.42233766234
H5	2000133752_2012-04-19_H5	IOH27813_ACOX1	2.90837933546	1.45
H5	2000133752_2012-04-19_H5	IOH5065_BDH2	3.34913462944	1.50803352521
H5	2000133752_2012-04-19_H5	IOH58947_PDZK1IP1	2.33132785287	1.37402057963
H5	2000133752_2012-04-19_H5	IOH56989_MGC16291	4.59348428984	1.671875
H5	2000133752_2012-04-19_H5	IOH42361_CPLX2	2.34228190238	1.37546288133
H5	2000133752_2012-04-19_H5	IOH25871_TMEM146	2.75410916358	1.4296875
H5	2000133752_2012-04-19_H5	IOH12703_RMND1	2.29749009296	1.36956521739
H5	2000133752_2012-04-19_H5	IOH26178_PDSS2	3.09825031623	1.475
H5	2000133752_2012-04-19_H5	IOH29208_OPHN1	2.23162365652	1.36089269195
H5	2000133752_2012-04-19_H5	IOH4064_NUDT21	2.59768136691	1.40909090909
H5	2000133752_2012-04-19_H5	IOH22540_C1QTNF5	2.40515484795	1.38374125874
H5	2000133752_2012-04-19_H5	IOH21522_KIAA0513	3.53154563134	1.53205128205
H5	2000133752_2012-04-19_H5	IOH21906_FAM14A	1.43781847446	1.25637366819
H5	2000133752_2012-04-19_H5	IOH6393_ZCCHC2	2.66357377316	1.41776685393
H5	2000133752_2012-04-19_H5	IOH53781_DCTD	2.76003848535	1.43046820405
H5	2000133752_2012-04-19_H5	IOH28934_GSTA1	1.37001710919	1.24744637385
H5	2000133752_2012-04-19_H5	IOH39839_SBSN	2.08083355296	1.34103840683
H5	2000133752_2012-04-19_H5	IOH58708_FLJ45983	2.31354328376	1.37167891464
H5	2000133752_2012-04-19_H5	IOH11823_PHF20L1	1.27503138035	1.23493975904
H5	2000133752_2012-04-19_H5	IOH6725_SLC25A44	1.6367224306	1.28256302521
H5	2000133752_2012-04-19_H5	IOH35808_HNF4A	1.84035506859	1.309375
H5	2000133752_2012-04-19_H5	IOH29348_ZNF765	2.73248701734	1.42684054754
H5	2000133752_2012-04-19_H5	IOH5538_HSD3B7	2.1074471276	1.34454257246
H5	2000133752_2012-04-19_H5	IOH6663_C14orf151	3.14400951974	1.48102503912
H5	2000133752_2012-04-19_H5	IOH55791_ATP9A	2.32555697825	1.37326073805
H5	2000133752_2012-04-19_H5	IOH12120_ZNF673	1.75563690191	1.29822029822
H5	2000133752_2012-04-19_H5	IOH22639_RBM7	1.36899525476	1.24731182796
H5	2000133752_2012-04-19_H5	IOH63625_ENDOGL1	3.53311611091	1.53225806452
H5	2000133752_2012-04-19_H5	IOH21962_TRAPPC1	2.25246140187	1.36363636364
H12	2000133753_2012-04-19_H12	IOH3766_XPNPEP3	1.23951274539	1.51605339105
H12	2000133753_2012-04-19_H12	IOH3437_CRIP2	2.07156829616	1.81648351648
H12	2000133753_2012-04-19_H12	IOH23091_C1QA	1.74011010843	1.69680397727
H12	2000133753_2012-04-19_H12	IOH53714_CREB5	7.70735609735	3.85139625092
H12	2000133753_2012-04-19_H12	IOH22657_LRRC2	1.99509202775	1.78887024609
H12	2000133753_2012-04-19_H12	IOH26192_NR2C1	6.41897761508	3.3862016991
H12	2000133753_2012-04-19_H12	IOH22931_CPNE4	15.8892146173	6.80561821259
H12	2000133753_2012-04-19_H12	IOH56873_GDF15	1.41561291224	1.57963784183
H12	2000133753_2012-04-19_H12	IOH55990_MGC13017	1.3296464629	1.54859795377
H12	2000133753_2012-04-19_H12	IOH62982_STK24	1.81402762748	1.72349336057
H12	2000133753_2012-04-19_H12	IOH61079_HSP90AB1	1.33469317224	1.55042016807
H12	2000133753_2012-04-19_H12	IOH2877_CEP72	1.49075902534	1.60677083333
H12	2000133753_2012-04-19_H12	IOH9930_PLEKHG5	2.30706746195	1.90151515152
H12	2000133753_2012-04-19_H12	IOH29286_RAB3IP	5.28850442387	2.97802197802
H12	2000133753_2012-04-19_H12	IOH63156_EIF4B	2.27422068459	1.88965517241
H12	2000133753_2012-04-19_H12	IOH35467_LOC728412	1.12702813617	1.47543859649
H12	2000133753_2012-04-19_H12	IOH62552_MPPE1	1.93971130126	1.76887393864
H12	2000133753_2012-04-19_H12	IOH27961_GAS2	3.15515674439	2.20773457312
H12	2000133753_2012-04-19_H12	IOH42341_HM13	1.1550351281	1.48555107527
H12	2000133753_2012-04-19_H12	IOH13570_LIN28	20.6315631252	8.51793700638
H12	2000133753_2012-04-19_H12	IOH11735_TAF1A	14.9637235808	6.47145135566
H12	2000133753_2012-04-19_H12	IOH7397_SMPX	2.43726159612	1.94852432058
H12	2000133753_2012-04-19_H12	IOH12432_GIMAP2	2.69507915394	2.0416144528
H12	2000133753_2012-04-19_H12	IOH54610_KCNE1	6.67731236876	3.47947857512
H12	2000133753_2012-04-19_H12	IOH14283_PRL	4.19704395197	2.58392857143
H12	2000133753_2012-04-19_H12	IOH22578_LOC138046	10.4142887929	4.82878787879
H12	2000133753_2012-04-19_H12	IOH22661_LOC129530	1.67183099024	1.67215045021
H12	2000133753_2012-04-19_H12	IOH5189_EFCAB4B	1.32913338936	1.54841269841
H12	2000133753_2012-04-19_H12	IOH60466_GPR110	2.67053294882	2.0327515596
H12	2000133753_2012-04-19_H12	IOH10125_TMEM159	4.41001672795	2.66082660756
H12	2000133753_2012-04-19_H12	IOH42382_PRKAG2	1.55086535512	1.62847341338
H12	2000133753_2012-04-19_H12	IOH57018_ATP6V0D1	19.0498770554	7.94683794466
H12	2000133753_2012-04-19_H12	IOH58617_BAGE3	2.1954274103	1.86120530118
H12	2000133753_2012-04-19_H12	IOH4586_GATA3	10.5772445011	4.88762626263
H12	2000133753_2012-04-19_H12	IOH62867_TRA@	1.21628503584	1.50766656678
H12	2000133753_2012-04-19_H12	IOH10065_MFAP2	7.27962031766	3.69695378151
H12	2000133753_2012-04-19_H12	IOH59784_CLUAP1	1.54360886322	1.62585331335
H12	2000133753_2012-04-19_H12	IOH23015_C14orf147	4.59347874332	2.72706919946
H12	2000133753_2012-04-19_H12	IOH3673_SNX1	1.44070273036	1.58869701727
H12	2000133753_2012-04-19_H12	IOH12797_CHMP4A	2.21186372917	1.86713995943
H12	2000133753_2012-04-19_H12	IOH23218_LOXL3	2.16843537724	1.85145929339
H12	2000133753_2012-04-19_H12	IOH27424_FKBP5	1.27541845211	1.52901785714
H12	2000133753_2012-04-19_H12	IOH21517_C1orf211	2.65999706004	2.02894736842
H12	2000133753_2012-04-19_H12	IOH36731_FGFR2	0.582993155687	1.27900399874
H12	2000133753_2012-04-19_H12	IOH39878_ATP6V1B1	6.98717104399	3.59135918282
H12	2000133753_2012-04-19_H12	IOH39998_MYO5C	2.79807427626	2.07880288029
H12	2000133753_2012-04-19_H12	IOH25865_C7orf31	4.77203977909	2.79154219567
H12	2000133753_2012-04-19_H12	IOH11440_CD300LB	3.5033471551	2.33345561262
H12	2000133753_2012-04-19_H12	IOH28835_RBMY1A1	6.53492197124	3.42806570377
H12	2000133753_2012-04-19_H12	IOH43657_HSPB9	1.70876465958	1.68548608254
H12	2000133753_2012-04-19_H12	IOH35385_UPK1A	24.9879666343	10.0909027194
H12	2000133753_2012-04-19_H12	IOH6216_FVT1	2.06630564836	1.81458333333
H12	2000133753_2012-04-19_H12	IOH6015_MAEA	1.37456703581	1.56481741573
H12	2000133753_2012-04-19_H12	IOH46467_TFAP2A	2.45198228544	1.95383951682
H12	2000133753_2012-04-19_H12	IOH22942_CIZ1	0.760987448928	1.34327236134
H12	2000133753_2012-04-19_H12	IOH3623_RPS24	6.30288929745	3.34428571429
H12	2000133753_2012-04-19_H12	IOH5484_RASSF5	2.0970322021	1.82567776373
H12	2000133753_2012-04-19_H12	IOH26875_C20orf23	1.29034256658	1.53440650407
H12	2000133753_2012-04-19_H12	IOH40756_SYCP3	5.48811335334	3.05009473285
H12	2000133753_2012-04-19_H12	IOH5540_C7orf48	2.58428350672	2.0016094914
H12	2000133753_2012-04-19_H12	IOH12431_POPDC3	1.26404144623	1.52490996399
H12	2000133753_2012-04-19_H12	IOH45656_ARMC6	3.17236369082	2.2139474817
H12	2000133753_2012-04-19_H12	IOH9709_CD164	2.61964441283	2.01437724644
H12	2000133753_2012-04-19_H12	IOH5904_DIRAS2	23.7897652469	9.65826839255
H12	2000133753_2012-04-19_H12	IOH62811_SCHIP1	2.54295302532	1.98668630304
H12	2000133753_2012-04-19_H12	IOH21542_SLC25A16	4.84288928082	2.81712381059
H12	2000133753_2012-04-19_H12	BC071944_	2.65431079339	2.0268942293
H12	2000133753_2012-04-19_H12	IOH4649_SARS	6.25310625797	3.32631056253
H12	2000133753_2012-04-19_H12	IOH26515_UBXD3	52.5844840013	20.055171531
H12	2000133753_2012-04-19_H12	IOH43983_SLC26A8	1.73796681456	1.6960300986
H12	2000133753_2012-04-19_H12	IOH22696_IL12RB1	1.64525278959	1.6625538648
H12	2000133753_2012-04-19_H12	IOH6737_KIAA0141	2.23085404747	1.87399678973
H12	2000133753_2012-04-19_H12	IOH26950_TMEM34	9.95184442548	4.66181318681
H12	2000133753_2012-04-19_H12	IOH42893_DUSP21	11.9874957715	5.39682539683
H12	2000133753_2012-04-19_H12	IOH22123_PCP4	5.60440529764	3.0920842411
H11	2000133754_2012-04-19_H11	IOH34861_TFAP2D	4.28068500155	1.47162905486
H11	2000133754_2012-04-19_H11	IOH14766_GDPD5	2.42057349311	1.25511615044
H11	2000133754_2012-04-19_H11	IOH26728_DVL1	2.19554897386	1.22892378939
H11	2000133754_2012-04-19_H11	IOH23070_COMMD1	1.55787104577	1.15469947559
H11	2000133754_2012-04-19_H11	IOH37934_CAMKK2	2.98976942211	1.32136930957
H11	2000133754_2012-04-19_H11	IOH26948_BAG5	1.63786167738	1.16401020987
H11	2000133754_2012-04-19_H11	IOH26054_TMEM86A	2.40897426448	1.25376602564
H11	2000133754_2012-04-19_H11	IOH61700_LOC653519	1.55881009944	1.15480877938
H11	2000133754_2012-04-19_H11	IOH6913_SPAG9	2.72984148954	1.29111426768
H11	2000133754_2012-04-19_H11	IOH46074_IHPK2	1.9159301714	1.19637677338
H11	2000133754_2012-04-19_H11	BC111584_	0.931221916282	1.0817588898
H11	2000133754_2012-04-19_H11	IOH34755_PFKFB2	1.88600076569	1.19289305612
H11	2000133754_2012-04-19_H11	IOH9980_APBB1	1.11943474188	1.10366645036
H11	2000133754_2012-04-19_H11	IOH10143_GALT	1.57285212849	1.1564432408
H11	2000133754_2012-04-19_H11	IOH14742_MVP	1.6309200813	1.16320222329
H11	2000133754_2012-04-19_H11	IOH27596_PEX1	1.68689940619	1.16971809407
H11	2000133754_2012-04-19_H11	IOH61799_DOM3Z	1.38483422032	1.1345583682
H11	2000133754_2012-04-19_H11	IOH4024_TYMS	1.56487096029	1.15551425031
H11	2000133754_2012-04-19_H11	IOH5517_PCGF1	1.76788760214	1.17914494265
H11	2000133754_2012-04-19_H11	IOH44883_BMPR2	1.74810092205	1.17684181644
