Name	ID	F635 Median	B635 Median	Flags	row_number_orig	idname	ratio_naive	zscore_naive	zscore_mean_naive
SURF4	IOH14151	144.0	120.0	0	51	IOH14151_SURF4	1.2	2.53440452262	2.00212479738
TRUB1	IOH22254	144.0	118.0	0	235	IOH22254_TRUB1	1.22033898305	2.83950168408	1.93692258142
RGS20	IOH39665	137.0	114.0	0	334	IOH39665_RGS20	1.20175438596	2.56072138303	1.7649224082
	IOH41598	153.0	125.0	0	465	IOH41598_	1.224	2.89441917314	1.33435568753
ND	IOH55284	145.0	120.0	0	567	IOH55284_ND	1.20833333333	2.6594096096	2.40371738622
CORO6	IOH40669	133.0	107.0	0	710	IOH40669_CORO6	1.24299065421	3.17929057885	2.70118083864
ITGB7	IOH12535	144.0	119.0	0	755	IOH12535_ITGB7	1.21008403361	2.6856711825	0.850031427173
ND	IOH10127	147.0	122.0	0	856	IOH10127_ND	1.20491803279	2.60817801658	2.13377346514
KIAA1840	IOH12815	151.0	124.0	0	1092	IOH12815_KIAA1840	1.21774193548	2.80054438524	1.52457080146
USP5	IOH4709	149.0	123.0	0	1176	IOH4709_USP5	1.21138211382	2.70514317801	1.71497512545
SDPR	IOH10696	129.0	107.0	0	1636	IOH10696_SDPR	1.20560747664	2.61852009517	1.20245681494
GDA	IOH28942	146.0	117.0	0	1877	IOH28942_GDA	1.24786324786	3.25238245814	2.84297127041
EML1	IOH27605	170.0	139.0	0	2717	IOH27605_EML1	1.22302158273	2.87974231688	1.70335610364
SELM	IOH39943	167.0	130.0	0	3756	IOH39943_SELM	1.28461538462	3.80368694434	2.67742908885
NFIC	IOH12484	152.0	120.0	0	4034	IOH12484_NFIC	1.26666666667	3.53444521852	2.51001328613
C4orf34	IOH7409	131.0	109.0	0	4126	IOH7409_C4orf34	1.20183486239	2.56192857847	1.50071013199
ST3GAL1	IOH21481	139.0	116.0	0	4139	IOH21481_ST3GAL1	1.19827586207	2.50854140117	1.65703100442
ND	IOH22117	147.0	120.0	0	4169	IOH22117_ND	1.225	2.90941978358	1.83663022558
CEP72	IOH2877	144.0	119.0	0	4354	IOH2877_CEP72	1.21008403361	2.6856711825	1.1099768087
COMMD7	IOH62089	156.0	124.0	0	4701	IOH62089_COMMD7	1.25806451613	3.40540770937	2.15169100116
MAP2K1IP1	IOH14346	197.0	144.0	0	4757	IOH14346_MAP2K1IP1	1.36805555556	5.05534044354	2.91332030924
MAP2K1IP1	IOH14346	206.0	141.0	0	4758	IOH14346_MAP2K1IP1	1.4609929078	6.44945745977	2.91332030924
LFNG	IOH11293	167.0	135.0	0	5639	IOH11293_LFNG	1.23703703704	3.08998268701	2.48239294978
IGHG1	IOH12297	168.0	136.0	0	5647	IOH12297_IGHG1	1.23529411765	3.06383783221	2.38606088998
ND	IOH7543	165.0	130.0	0	5655	IOH7543_ND	1.26923076923	3.57290832221	3.24539354832
ND	IOH7543	163.0	133.0	0	5656	IOH7543_ND	1.22556390977	2.91787877443	3.24539354832
TAC3	IOH23098	168.0	139.0	0	5774	IOH23098_TAC3	1.20863309353	2.66390619547	1.9084797705
MFGE8	IOH3899	262.0	122.0	0	5963	IOH3899_MFGE8	2.14754098361	16.7480976923	16.9892063769
MFGE8	IOH3899	279.0	128.0	0	5964	IOH3899_MFGE8	2.1796875	17.2303150616	16.9892063769
BZW2	IOH7437	163.0	136.0	0	5997	IOH7437_BZW2	1.19852941176	2.51234480138	1.90570246747
WBSCR18	IOH6527	145.0	121.0	0	8145	IOH6527_WBSCR18	1.19834710744	2.5096101252	1.82776419617
COL14A1	IOH12428	133.0	111.0	0	8361	IOH12428_COL14A1	1.1981981982	2.5073763957	1.81732200496
