Name	ID	F635 Median	B635 Median	Flags	row_number_orig	idname	ratio_naive	zscore_naive	zscore_mean_naive
	IOH6542	108.0	94.0	0	58	IOH6542_	1.14893617021	2.5025220476	1.07938312346
DDX50	IOH4504	99.0	85.0	0	97	IOH4504_DDX50	1.16470588235	2.8038926433	0.478523146757
ND	IOH3438	99.0	86.0	0	111	IOH3438_ND	1.1511627907	2.54507437424	1.75216119685
ND	IOH13821	99.0	86.0	0	182	IOH13821_ND	1.1511627907	2.54507437424	1.86074484853
TRUB1	IOH22254	98.0	85.0	0	235	IOH22254_TRUB1	1.15294117647	2.57906061159	2.02768681953
OCC-1	IOH50138	94.0	81.0	0	528	IOH50138_OCC-1	1.16049382716	2.72339722454	0.864069756885
DEFB121	IOH57346	99.0	86.0	0	542	IOH57346_DEFB121	1.1511627907	2.54507437424	1.75964972456
C16orf3	IOH61989	101.0	87.0	0	651	IOH61989_C16orf3	1.16091954023	2.73153290896	2.40203769007
XPA	IOH12114	102.0	87.0	0	750	IOH12114_XPA	1.1724137931	2.95119638822	0.977969338724
C14orf100	IOH7244	99.0	86.0	0	891	IOH7244_C14orf100	1.1511627907	2.54507437424	1.10065928677
BCL2L2	IOH45796	106.0	90.0	0	1374	IOH45796_BCL2L2	1.17777777778	3.05370601188	2.48517913598
CCL23	IOH46195	98.0	85.0	0	1383	IOH46195_CCL23	1.15294117647	2.57906061159	1.90456451645
DPYSL3	IOH54070	104.0	84.0	0	2238	IOH54070_DPYSL3	1.2380952381	4.20641626971	1.36255872571
C13orf3	IOH12828	110.0	92.0	0	2433	IOH12828_C13orf3	1.19565217391	3.39529863977	3.06341577436
C13orf3	IOH12828	101.0	87.0	0	2434	IOH12828_C13orf3	1.16091954023	2.73153290896	3.06341577436
TMEM106A	IOH13199	94.0	81.0	0	2441	IOH13199_TMEM106A	1.16049382716	2.72339722454	2.22594423157
F8	IOH10704	95.0	82.0	0	2444	IOH10704_F8	1.15853658537	2.68599291936	1.05458976241
ND	IOH10132	106.0	90.0	0	2460	IOH10132_ND	1.17777777778	3.05370601188	1.35497510559
ND	IOH13328	138.0	89.0	0	2490	IOH13328_ND	1.55056179775	10.177878043	5.03081542292
RPA2	IOH4896	88.0	73.0	0	2505	IOH4896_RPA2	1.20547945205	3.58310502719	0.783580495313
PSMA6	IOH4917	95.0	81.0	0	2509	IOH4917_PSMA6	1.17283950617	2.95933207264	1.07473054212
PLEK2	IOH3142	95.0	79.0	0	2534	IOH3142_PLEK2	1.20253164557	3.52677031489	2.90046086639
ASNSD1	IOH3082	107.0	87.0	0	2556	IOH3082_ASNSD1	1.22988505747	4.04951378453	1.74429534024
DUSP26	IOH4547	116.0	90.0	0	2557	IOH4547_DUSP26	1.28888888889	5.17711964473	2.8276652058
CRABP1	IOH10831	100.0	84.0	0	2562	IOH10831_CRABP1	1.19047619048	3.29638185563	1.37245040412
ND	IOH21839	86.0	74.0	0	2571	IOH21839_ND	1.16216216216	2.75528031212	1.20576225572
ALDH3A2	IOH4273	89.0	75.0	0	2596	IOH4273_ALDH3A2	1.18666666667	3.2235791025	1.55935366775
PDE9A	IOH9807	92.0	78.0	0	2607	IOH9807_PDE9A	1.17948717949	3.08637391392	2.78691814518
PLAUR	IOH5327	93.0	79.0	0	2628	IOH5327_PLAUR	1.17721518987	3.04295455044	2.33808503155
ARMCX2	IOH14216	91.0	79.0	0	2629	IOH14216_ARMCX2	1.15189873418	2.559138786	0.885473786888
ZNF610	IOH26164	154.0	99.0	0	2654	IOH26164_ZNF610	1.55555555556	10.2733123636	4.48701021405
TMEM43	IOH27841	97.0	81.0	0	2660	IOH27841_TMEM43	1.1975308642	3.43120176883	1.20246007879
NPM1	IOH27884	89.0	77.0	0	2670	IOH27884_NPM1	1.15584415584	2.63453864539	2.26225183963
RDH11	IOH29356	140.0	95.0	0	2685	IOH29356_RDH11	1.47368421053	8.70869179201	4.18246799566
MT1E	IOH9878	100.0	82.0	0	2695	IOH9878_MT1E	1.21951219512	3.85128088861	2.90501089912
SLC41A3	IOH26055	92.0	78.0	0	2733	IOH26055_SLC41A3	1.17948717949	3.08637391392	0.268767362632
CACNG6	IOH23110	98.0	83.0	0	2769	IOH23110_CACNG6	1.18072289157	3.10998926479	1.0377422255
SLC25A28	IOH45489	89.0	75.0	0	2896	IOH45489_SLC25A28	1.18666666667	3.2235791025	1.32194422686
TMEM8	IOH12544	89.0	76.0	0	2961	IOH12544_TMEM8	1.17105263158	2.92518360778	1.54552353949
