IDName	ID	Name	zscore	ratio	zscores	ratios
IOH10689_TWSG1	IOH10689	TWSG1	1.77303804846	1.12659130817	0.282580086374;3.26349601056	1.03676470588;1.21641791045
IOH28750_SNPH	IOH28750	SNPH	2.11105548551	1.1469628709	1.69604685764;2.52606411339	1.12195121951;1.17197452229
IOH23248_EFCAB4A	IOH23248	EFCAB4A	1.93301050191	1.13623249384	1.31915267252;2.54686833129	1.09923664122;1.17322834646
IOH11153_WIF1	IOH11153	WIF1	2.02073290229	1.14151932874	1.19159953195;2.84986627263	1.09154929577;1.1914893617
IOH22540_C1QTNF5	IOH22540	C1QTNF5	2.05774556511	1.14375	1.12441113814;2.99107999207	1.0875;1.2
IOH7303_CLPS	IOH7303	CLPS	2.03535660368	1.14240066685	2.76609542211;1.30461778525	1.18644067797;1.09836065574
IOH29217_ZNF281	IOH29217	ZNF281	1.35970338173	1.10168054271	-0.680476713525;3.39988347699	0.978723404255;1.22463768116
IOH21674_CCDC123	IOH21674	CCDC123	1.95866808343	1.13777881949	2.69888305058;1.21845311629	1.18238993711;1.09316770186
IOH3899_MFGE8	IOH3899	MFGE8	14.8157000629	1.91264367816	10.7342989417;18.8971011842	1.66666666667;2.15862068966
IOH45841_EPS8L1	IOH45841	EPS8L1	2.3014574466	1.15843797565	1.86186056192;2.74105433127	1.13194444444;1.18493150685
IOH57853_NSUN5	IOH57853	NSUN5	2.32772929771	1.16002132196	2.75404267729;1.90141591814	1.18571428571;1.13432835821
IOH7426_PDE4D	IOH7426	PDE4D	1.54724151432	1.11298305085	2.62548006588;0.469002962766	1.17796610169;1.048
IOH27788_THG1L	IOH27788	THG1L	1.52422312297	1.11159578335	0.462681967705;2.58576427824	1.04761904762;1.17557251908
IOH11076_KLHL1	IOH11076	KLHL1	1.89992845918	1.13423871235	2.71242543881;1.08743147954	1.18320610687;1.08527131783
IOH10054_HYLS1	IOH10054	HYLS1	1.50852490051	1.11064968623	0.315682082567;2.70136771845	1.03875968992;1.18253968254
IOH10140_GFM2	IOH10140	GFM2	2.08614066011	1.14546130952	1.64786854163;2.52441277859	1.11904761905;1.171875
IOH7255_BCAS2	IOH7255	BCAS2	1.48770146154	1.10939470366	2.66466795204;0.310734971048	1.18032786885;1.03846153846
IOH10740_ND	IOH10740	ND	1.54149002763	1.11263642148	-0.0886997957025;3.17167985096	1.01438848921;1.21088435374
IOH29079_IKIP	IOH29079	IKIP	14.8430791982	1.91429375804	12.9765438113;16.7096145852	1.8018018018;2.02678571429
IOH28512_OR10Z1	IOH28512	OR10Z1	1.52322031813	1.11153534652	2.63093027348;0.415510362773	1.17829457364;1.0447761194
IOH10254_VSIG4	IOH10254	VSIG4	1.53643431164	1.11233172466	0.456460515873;2.61640810741	1.04724409449;1.17741935484
IOH13381_SESN3	IOH13381	SESN3	1.42255963565	1.10546875	0.0614469296584;2.78367234164	1.0234375;1.1875
IOH27468_TMEM139	IOH27468	TMEM139	1.30132734129	1.09816234796	2.52866293536;0.0739917472251	1.17213114754;1.02419354839
IOH4731_RET	IOH4731	RET	2.14743838124	1.1491555875	2.70251282625;1.59236393624	1.18260869565;1.11570247934
IOH11716_IGL@	IOH11716	IGL@	2.50561028231	1.17074181517	3.59207223901;1.41914832561	1.23622047244;1.10526315789
IOH28262_OR5M1	IOH28262	OR5M1	1.01878123993	1.08113391984	-0.57884562756;2.61640810741	0.984848484848;1.17741935484
IOH34882_GPR141	IOH34882	GPR141	1.5654586074	1.11408095472	0.0614469296584;3.06947028515	1.0234375;1.20472440945
IOH53733_BCAP31	IOH53733	BCAP31	8.76984593122	1.54827343199	9.31942504725;8.22026681519	1.58139534884;1.51515151515
IOH28745_ISGF3G	IOH28745	ISGF3G	2.08558409196	1.14542776639	1.09848518184;3.07268300208	1.0859375;1.20491803279
IOH23102_DES	IOH23102	DES	2.07787480882	1.14496314496	2.68939613689;1.46635348076	1.18181818182;1.10810810811
IOH12242_LOC200420	IOH12242	LOC200420	1.93738857088	1.13649635036	0.883697149682;2.99107999207	1.07299270073;1.2
IOH12661_BRI3	IOH12661	BRI3	1.20136782292	1.09213800905	2.6081735605;-0.205437914653	1.17692307692;1.00735294118
IOH54732_DCTD	IOH54732	DCTD	2.60218331758	1.17656205824	2.45910311767;2.74526351748	1.1679389313;1.18518518519
IOH14840_	IOH14840		1.81579099327	1.12916793352	2.79870188152;0.832880105014	1.1884057971;1.06993006993
IOH5816_ZNF486	IOH5816	ZNF486	2.28305838621	1.157329105	2.63093027348;1.93518649894	1.17829457364;1.13636363636
IOH11173_SUV420H1	IOH11173	SUV420H1	1.82211857455	1.12954928283	2.57929254011;1.064944609	1.17518248175;1.08391608392
IOH34780_KCNMB3	IOH34780	KCNMB3	1.48148103478	1.1090198123	0.383669529443;2.57929254011	1.04285714286;1.17518248175
IOH13336_MFSD2	IOH13336	MFSD2	2.03687911256	1.14249242509	1.2822886034;2.79146962173	1.09701492537;1.18796992481
IOH7326_TMEM161A	IOH7326	TMEM161A	2.80013326627	1.18849206349	1.77955593873;3.82071059382	1.12698412698;1.25
IOH6673_NFE2	IOH6673	NFE2	1.90951354375	1.13481638418	2.62548006588;1.19354702162	1.17796610169;1.09166666667
IOH4585_CCKBR	IOH4585	CCKBR	2.73140781434	1.18435013263	1.96119372784;3.50162190084	1.13793103448;1.23076923077
IOH26929_ANKRD36	IOH26929	ANKRD36	1.71788122936	1.12326712877	2.82652516197;0.609237296738	1.19008264463;1.0564516129
IOH40176_ORMDL3	IOH40176	ORMDL3	4.41240782238	1.28566028226	0.320706492704;8.50410915206	1.0390625;1.53225806452
IOH12584_CLDN2	IOH12584	CLDN2	2.39697474763	1.16419459196	2.67751881976;2.1164306755	1.1811023622;1.14728682171
IOH9658_ND	IOH9658	ND	2.39278389008	1.16394201825	2.80542838888;1.98013939127	1.18881118881;1.13907284768
IOH3654_ACTB	IOH3654	ACTB	1.57880422739	1.1148852657	2.67846556243;0.479142892343	1.18115942029;1.04861111111
