IDName	ID	Name	zscore	ratio	zscores	ratios
IOH11052_ND	IOH11052	ND	1.79999822282	1.14418865806	3.0100028435;0.589993602147	1.21538461538;1.07299270073
IOH2955_SUGT1	IOH2955	SUGT1	2.57009402361	1.1895006402	2.70066056832;2.43952747889	1.19718309859;1.18181818182
IOH53821_IGFBP3	IOH53821	IGFBP3	1.17832354095	1.1076096869	-0.171803415447;2.52845049735	1.02816901408;1.18705035971
IOH62864_NCF1	IOH62864	NCF1	2.66830531091	1.19527933435	2.50091969528;2.83569092654	1.18543046358;1.20512820513
IOH5425_BTN3A2	IOH5425	BTN3A2	2.03293867736	1.15789473684	2.92743404073;1.13844331399	1.21052631579;1.10526315789
IOH21481_ST3GAL1	IOH21481	ST3GAL1	2.42936275885	1.18122009569	2.82578684034;2.03293867736	1.20454545455;1.15789473684
IOH27206_XK	IOH27206	XK	2.29587330912	1.1733656553	2.67464187282;1.91710474541	1.19565217391;1.15107913669
IOH12407_SORBS2	IOH12407	SORBS2	2.16012698748	1.1653784219	3.00031884811;1.31993512685	1.21481481481;1.11594202899
IOH39612_BACE1	IOH39612	BACE1	1.73370101983	1.14028776978	0.572144091141;2.89525794852	1.07194244604;1.20863309353
IOH57744_ERCC8	IOH57744	ERCC8	1.05168452167	1.10015832179	-0.754813743441;2.85818278679	0.993865030675;1.2064516129
IOH5476_FIS1	IOH5476	FIS1	1.96647675486	1.15398415657	2.63132523078;1.30162827893	1.19310344828;1.11486486486
IOH46145_BRUNOL4	IOH46145	BRUNOL4	1.60276029849	1.13258329507	2.65071964774;0.554800949242	1.19424460432;1.07092198582
IOH45968_RAD54B	IOH45968	RAD54B	2.0302515791	1.15773662957	1.26442857644;2.79607458177	1.11267605634;1.2027972028
IOH11293_LFNG	IOH11293	LFNG	2.10175880628	1.16194407259	2.60166103802;1.60185657453	1.19135802469;1.13253012048
IOH7434_ND	IOH7434	ND	1.84877786725	1.14705882353	1.12675056414;2.57080517037	1.1045751634;1.18954248366
IOH11824_ND	IOH11824	ND	1.80329963827	1.14438291139	1.07050695728;2.53609231925	1.10126582278;1.1875
IOH13555_DNAJC11	IOH13555	DNAJC11	1.30042724999	1.11479419703	-0.214767620332;2.81562212031	1.02564102564;1.20394736842
IOH3899_MFGE8	IOH3899	MFGE8	12.3615648262	1.765625	13.0520034348;11.6711262176	1.80625;1.725
IOH26128_RIOK3	IOH26128	RIOK3	3.82577953154	1.26338443396	3.49208423885;4.15947482423	1.24375;1.28301886792
IOH5852_CDC25A	IOH5852	CDC25A	1.26862513262	1.11292297923	-0.301326620195;2.83857688543	1.02054794521;1.20529801325
IOH13202_HLA-DQB1	IOH13202	HLA-DQB1	2.00498569725	1.15625	2.64231364365;1.36765775086	1.19375;1.11875
IOH10695_PECAM1	IOH10695	PECAM1	2.08533556857	1.16097773898	3.10016417986;1.07050695728	1.22068965517;1.10126582278
IOH10054_HYLS1	IOH10054	HYLS1	2.80319857359	1.20321637427	3.12621078814;2.48018635904	1.22222222222;1.18421052632
IOH9832_PYGB	IOH9832	PYGB	1.77700442256	1.14283571643	0.979149619146;2.57485922597	1.09589041096;1.1897810219
IOH2282_ND	IOH2282	ND	0.935691031629	1.09333333333	-0.650547412742;2.521929476	1.0;1.18666666667
IOH4593_CHID1	IOH4593	CHID1	1.57135613408	1.13073549258	2.70381019989;0.438902068282	1.19736842105;1.0641025641
IOH21588_TMEM31	IOH21588	TMEM31	1.92983125483	1.15182795699	2.97514046011;0.884522049553	1.21333333333;1.09032258065
IOH22786_RNF148	IOH22786	RNF148	1.24462441828	1.11151079137	3.01752709891;-0.528278262354	1.21582733813;1.0071942446
IOH11094_EFCAB1	IOH11094	EFCAB1	2.12866024804	1.16352693753	2.72602448871;1.53129600736	1.19867549669;1.12837837838
IOH27027_ZNF410	IOH27027	ZNF410	1.82795015659	1.14583333333	1.00178430014;2.65411601303	1.09722222222;1.19444444444
IOH22051_FAM27E3	IOH22051	FAM27E3	1.47737247955	1.12520554985	2.62713916874;0.327605790365	1.19285714286;1.05755395683
IOH34820_HOXA6	IOH34820	HOXA6	1.16557001104	1.10685927673	2.66302346162;-0.331883439542	1.19496855346;1.01875
IOH28332_TAAR6	IOH28332	TAAR6	1.49897703376	1.12647674906	2.88096674912;0.116987318405	1.20779220779;1.04516129032
IOH26766_ND	IOH26766	ND	1.8995330482	1.1500452284	2.64706982236;1.15199627404	1.19402985075;1.10606060606
IOH39997_SPRY1	IOH39997	SPRY1	1.40689265446	1.12105855856	-0.0763780916617;2.89016340059	1.03378378378;1.20833333333
IOH25824_ND	IOH25824	ND	1.15930053761	1.10649038462	-0.323712568435;2.64231364365	1.01923076923;1.19375
IOH63055_IGKC	IOH63055	IGKC	2.01539955259	1.1568627451	0.793507193478;3.2372919117	1.08496732026;1.22875816993
IOH40379_ZNF415	IOH40379	ZNF415	1.63202836646	1.1343054109	0.4190938959;2.84496283701	1.06293706294;1.20567375887
IOH21679_DHRSX	IOH21679	DHRSX	1.54258543823	1.12904264182	0.503462037528;2.58170883893	1.06790123457;1.19018404908
IOH43679_ND	IOH43679	ND	2.10592894342	1.16218944099	3.17342026565;1.03843762119	1.225;1.09937888199
IOH28634_PTK2B	IOH28634	PTK2B	5.08345397153	1.33738525531	2.4209125699;7.74599537315	1.18072289157;1.49404761905
IOH14744_SLC35B2	IOH14744	SLC35B2	2.49023890755	1.18480201233	2.25373183667;2.72674597843	1.17088607595;1.19871794872
IOH40018_NDUFA11	IOH40018	NDUFA11	1.92327698618	1.15144230769	1.3104616531;2.53609231925	1.11538461538;1.1875
IOH41874_ACAD11	IOH41874	ACAD11	2.12642982292	1.16339570064	0.973218055791;3.27964159005	1.09554140127;1.23125
IOH55275_FADS1	IOH55275	FADS1	2.16060470966	1.16540653079	1.55256153777;2.76864788155	1.12962962963;1.20118343195
IOH4019_DPP3	IOH4019	DPP3	4.93813772512	1.32883493318	4.08756742109;5.78870802914	1.27878787879;1.37888198758
IOH22921_ND	IOH22921	ND	1.87448521299	1.14857142857	2.5866739023;1.16229652368	1.19047619048;1.10666666667
IOH10721_CXCL16	IOH10721	CXCL16	1.46034769635	1.12420382166	2.8134855868;0.107209805907	1.20382165605;1.04458598726
IOH22299_RFX4	IOH22299	RFX4	1.77812919885	1.1429018976	0.852448197814;2.70381019989	1.08843537415;1.19736842105
IOH53732_LETMD1	IOH53732	LETMD1	1.75314309894	1.14143173024	2.52023839024;0.986047807641	1.18656716418;1.0962962963
IOH6030_OSBPL2	IOH6030	OSBPL2	2.03778179258	1.15817970288	3.71313942747;0.362424157694	1.25675675676;1.05960264901
IOH22149_THRSP	IOH22149	THRSP	2.77299619225	1.20143928399	-0.323712568435;5.86970495294	1.01923076923;1.38364779874
IOH7477_ND	IOH7477	ND	2.05626495731	1.15926724138	1.57643759537;2.53609231925	1.13103448276;1.1875
IOH26258_SMPD1	IOH26258	SMPD1	1.2758691499	1.11334921292	2.72354171525;-0.171803415447	1.19852941176;1.02816901408
IOH53162_ATP2B4	IOH53162	ATP2B4	0.90276132487	1.09139576883	3.01512966459;-1.20960701485	1.21568627451;0.967105263158
IOH62364_ZNF85	IOH62364	ZNF85	0.764715799161	1.08327325162	-1.54504277611;3.07447437443	0.947368421053;1.21917808219
IOH44348_RNASE2	IOH44348	RNASE2	3.32718120377	1.2340472028	0.411665831257;6.24269657628	1.0625;1.40559440559
IOH22520_PTPRS	IOH22520	PTPRS	3.9900437809	1.27304964539	6.82261243156;1.15747513023	1.43971631206;1.10638297872
IOH29248_SNAP91	IOH29248	SNAP91	5.16078698023	1.34193548387	4.61254788655;5.70902607391	1.30967741935;1.37419354839
IOH28090_CPA4	IOH28090	CPA4	3.4097108167	1.23890319649	7.05544680459;-0.236025171182	1.45341614907;1.0243902439
IOH57510_FAM131A	IOH57510	FAM131A	2.02622996213	1.1575	2.89016340059;1.16229652368	1.20833333333;1.10666666667
IOH59992_PPIA	IOH59992	PPIA	1.33714000173	1.11695435366	3.22182491981;-0.547544916354	1.22784810127;1.00606060606
IOH3436_ND	IOH3436	ND	1.88887726856	1.14941824862	2.580974569;1.19677996813	1.19014084507;1.10869565217
IOH10875_LOC441046	IOH10875	LOC441046	2.33889722424	1.17589715706	3.46299177421;1.21480267428	1.24203821656;1.10975609756
IOH14793_DYRK1B	IOH14793	DYRK1B	2.31417907618	1.17444275583	2.62713916874;2.00121898362	1.19285714286;1.15602836879
IOH11336_IL10RA	IOH11336	IL10RA	1.501162581	1.12660534537	2.51138968567;0.490935476331	1.18604651163;1.0671641791
IOH3518_PRDX2	IOH3518	PRDX2	4.06918045522	1.27770600057	4.48760037218;3.65076053827	1.3023255814;1.25308641975
IOH22614_CXCR6	IOH22614	CXCR6	1.88068414743	1.14893617021	1.03694029404;2.72442800081	1.09929078014;1.19858156028
IOH4849_LUC7L	IOH4849	LUC7L	1.32995938396	1.11653185035	-0.773702571467;3.43362133938	0.992753623188;1.24031007752
IOH29166_FAM3B	IOH29166	FAM3B	24.6339214132	2.48772321429	49.1217303061;0.146112520257	3.92857142857;1.046875
IOH27643_VPS41	IOH27643	VPS41	1.63670965446	1.13458085512	0.499518054444;2.77390125448	1.06766917293;1.20149253731
IOH12627_C3orf31	IOH12627	C3orf31	3.29238814898	1.232	5.46780087269;1.11697542527	1.36;1.104
IOH12951_SCAMP1	IOH12951	SCAMP1	2.1007720809	1.16188601425	1.37271590916;2.82882825264	1.11904761905;1.20472440945
IOH11050_C5orf21	IOH11050	C5orf21	2.1833937727	1.1667474258	1.3567847019;3.0100028435	1.11811023622;1.21538461538
IOH11229_SMR3B	IOH11229	SMR3B	2.36929850408	1.17768595041	3.28227517661;1.45632183155	1.23140495868;1.12396694215
IOH9934_TALDO1	IOH9934	TALDO1	1.53020856547	1.12831439394	-0.00678181031865;3.06719894125	1.03787878788;1.21875
IOH5033_ND	IOH5033	ND	2.1632658621	1.16556311143	1.75825112483;2.56828059938	1.14173228346;1.18939393939
IOH7524_NUF2	IOH7524	NUF2	1.47770200849	1.12522493913	0.110441179973;2.84496283701	1.0447761194;1.20567375887
IOH21411_CRTAC1	IOH21411	CRTAC1	2.24988858264	1.17065994115	2.97142561597;1.52835154931	1.2131147541;1.12820512821
IOH22612_ALAS2	IOH22612	ALAS2	1.99525846975	1.15567765568	2.61780103033;1.37271590916	1.19230769231;1.11904761905
