Name	ID	F635 Median	B635 Median	Flags	row_number_orig	idname	ratio_naive	zscore_naive	zscore_mean_naive
CORO6	IOH40669	212.0	175.0	0	709	IOH40669_CORO6	1.21142857143	2.67061621889	1.86864821987
DEF6	IOH12256	233.0	194.0	0	2494	IOH12256_DEF6	1.20103092784	2.50543610664	1.03954809809
HIRIP3	IOH4232	268.0	223.0	0	2513	IOH4232_HIRIP3	1.20179372197	2.51755408513	1.86785417692
ANKHD1	IOH27425	225.0	180.0	0	2690	IOH27425_ANKHD1	1.25	3.28337360412	2.44934271867
ND	IOH50190	242.0	200.0	0	2948	IOH50190_ND	1.21	2.64792150092	1.98239338797
NGFR	IOH56378	250.0	206.0	0	3000	IOH56378_NGFR	1.21359223301	2.70498880145	1.51706809343
TMEM39A	IOH13915	216.0	177.0	0	3255	IOH13915_TMEM39A	1.22033898305	2.81216971403	1.64537912905
GLYATL2	IOH12127	204.0	166.0	0	3338	IOH12127_GLYATL2	1.22891566265	2.94842144129	1.44783575179
TSPAN4	IOH58999	205.0	155.0	0	3954	IOH58999_TSPAN4	1.32258064516	4.43641169461	0.903348250066
ESM1	IOH59010	199.0	162.0	0	3955	IOH59010_ESM1	1.22839506173	2.94015101751	1.02767762265
hCG_1731871	IOH10780	203.0	166.0	0	4162	IOH10780_hCG_1731871	1.22289156627	2.85272082334	2.06347219763
TFAP2B	IOH25803	203.0	169.0	0	4232	IOH25803_TFAP2B	1.20118343195	2.5078588332	1.41576159934
PARP3	IOH14850	206.0	170.0	0	4328	IOH14850_PARP3	1.21176470588	2.67595615253	1.18077473323
MOBKL2A	IOH10112	191.0	154.0	0	5758	IOH10112_MOBKL2A	1.24025974026	3.12863689068	2.51811796248
MFGE8	IOH3899	248.0	151.0	0	5963	IOH3899_MFGE8	1.64238410596	9.51690623903	12.4097609634
MFGE8	IOH3899	305.0	152.0	0	5964	IOH3899_MFGE8	2.00657894737	15.3026156878	12.4097609634
SUSD2	IOH23286	175.0	145.0	0	6757	IOH23286_SUSD2	1.20689655172	2.59861918257	1.63905603289
MTHFR	IOH29394	188.0	152.0	0	8275	IOH29394_MTHFR	1.23684210526	3.07434330702	2.06355296621
DLAT	IOH27422	202.0	163.0	0	8319	IOH27422_DLAT	1.23926380368	3.11281514084	2.54381745986
MBD1	IOH23274	175.0	143.0	0	8360	IOH23274_MBD1	1.22377622378	2.86677476024	2.42202986471
ZNF643	IOH13099	226.0	170.0	0	8834	IOH13099_ZNF643	1.32941176471	4.54493292666	3.40845574537
