IDName	ID	Name	zscore	ratio	zscores	ratios
IOH23126_MT1F	IOH23126	MT1F	2.59669114327	1.18681380872	1.5433742131;3.65000807344	1.12631578947;1.24731182796
IOH22254_TRUB1	IOH22254	TRUB1	2.41325325417	1.17627792096	2.79000041852;2.03650608981	1.19791666667;1.15463917526
IOH10163_NIP7	IOH10163	NIP7	2.33659502221	1.171875	3.33408689408;1.33910315035	1.22916666667;1.11458333333
IOH55086_NDEL1	IOH55086	NDEL1	2.08619859741	1.15749330035	1.63038176858;2.54201542625	1.13131313131;1.18367346939
IOH13064_SLC7A11	IOH13064	SLC7A11	2.44940584592	1.1783543712	2.52673276905;2.37207892279	1.18279569892;1.17391304348
IOH44484_	IOH44484		5.57519301205	1.35788621647	10.5097201225;0.640665901573	1.64130434783;1.07446808511
IOH28984_CPNE2	IOH28984	CPNE2	2.53894228323	1.1834969612	1.61508904375;3.46279552271	1.13043478261;1.23655913978
IOH45796_BCL2L2	IOH45796	BCL2L2	2.99476414588	1.20967741935	2.71394531978;3.27558297198	1.1935483871;1.22580645161
IOH63075_IGHG1	IOH63075	IGHG1	4.7968551399	1.31318181818	-0.829988265567;10.4236985454	0.99;1.63636363636
IOH3418_UQCRC2	IOH3418	UQCRC2	1.07155270618	1.09921638018	-0.845128063148;2.9882334755	0.989130434783;1.20930232558
IOH29111_YWHAQ	IOH29111	YWHAQ	1.56677054083	1.12765957447	0.0850031180191;3.04853796364	1.04255319149;1.21276595745
IOH23144_GBA3	IOH23144	GBA3	1.3994742189	1.11805078929	0.0850031180191;2.71394531978	1.04255319149;1.1935483871
IOH27425_ANKHD1	IOH27425	ANKHD1	1.36397318171	1.11601176156	2.58333191229;0.144614451121	1.18604651163;1.04597701149
IOH34717_XCL1	IOH34717	XCL1	1.50259711591	1.12397372742	2.66045601957;0.344738212247	1.19047619048;1.05747126437
IOH41480_NXN	IOH41480	NXN	2.31829279981	1.17082379863	1.99358398327;2.64300161635	1.15217391304;1.18947368421
IOH42416_PYDC1	IOH42416	PYDC1	2.4026255725	1.17566751238	2.52673276905;2.27851837595	1.18279569892;1.16853932584
IOH12472_LOC541469	IOH12472	LOC541469	3.07469759451	1.21426845475	3.06102476777;3.08837042124	1.21348314607;1.21505376344
IOH3482_SRM	IOH3482	SRM	1.83137186633	1.14285714286	2.97933454005;0.683409192616	1.20879120879;1.07692307692
IOH12410_HOMER3	IOH12410	HOMER3	2.52673276905	1.18279569892	3.08837042124;1.96509511686	1.21505376344;1.15053763441
IOH11263_CLCF1	IOH11263	CLCF1	2.9076089968	1.20467160037	3.50756374136;2.30765425224	1.23913043478;1.17021276596
IOH12956_C18orf25	IOH12956	C18orf25	1.75199146868	1.13829787234	2.67809610794;0.825886829425	1.1914893617;1.08510638298
IOH7544_PHF6	IOH7544	PHF6	1.76892026316	1.13927018989	1.01110775728;2.52673276905	1.09574468085;1.18279569892
IOH14481_GNL1	IOH14481	GNL1	1.83582830971	1.1431131019	0.99356051148;2.67809610794	1.09473684211;1.1914893617
IOH6618_ND	IOH6618	ND	1.75796633732	1.13864104324	0.467394711003;3.04853796364	1.06451612903;1.21276595745
IOH13647_IGHG1	IOH13647	IGHG1	2.56993566537	1.1852770885	1.77788256612;3.36198876462	1.13978494624;1.23076923077
IOH39901_PRH1	IOH39901	PRH1	1.13995709839	1.10314523589	2.75057386232;-0.470659665535	1.19565217391;1.01063829787
IOH39898_LZIC	IOH39898	LZIC	1.88747530527	1.14607948443	3.00954408409;0.765406526453	1.21052631579;1.08163265306
