IDName	ID	Name	zscore	ratio	zscores	ratios
IOH6518_CCL3L3	IOH6518	CCL3L3	1.94721167364	1.15447496544	2.51009868096;1.38432466631	1.19083969466;1.11811023622
IOH14151_SURF4	IOH14151	SURF4	2.10263811698	1.16451612903	2.6518903833;1.55338585065	1.2;1.12903225806
IOH6606_CCDC44	IOH6606	CCDC44	1.57002985872	1.13010752688	0.588033382563;2.55202633488	1.06666666667;1.1935483871
IOH22254_TRUB1	IOH22254	TRUB1	2.03535683012	1.16016949153	2.96671602748;1.10399763275	1.22033898305;1.1
IOH39665_RGS20	IOH39665	RGS20	1.85787217221	1.14870327994	1.03669794794;2.67904639647	1.09565217391;1.20175438596
IOH41598_	IOH41598		1.41357618286	1.12	3.02338464344;-0.196232277718	1.224;1.016
IOH55284_ND	IOH55284	ND	2.51703609064	1.19128787879	2.78088144585;2.25319073543	1.20833333333;1.17424242424
IOH40669_CORO6	IOH40669	CORO6	2.82398461346	1.21111796861	2.33062962375;3.31733960317	1.17924528302;1.24299065421
IOH12535_ITGB7	IOH12535	ITGB7	1.04165487401	1.09597241096	2.80798040857;0.402608730153;0.546756242548;0.409274114782	1.21008403361;1.0546875;1.064;1.05511811024
IOH7244_C14orf100	IOH7244	C14orf100	2.3979311702	1.18359322937	2.09363398146;2.70222835893	1.16393442623;1.20325203252
IOH12715_WDR62	IOH12715	WDR62	2.09161622614	1.16380407125	0.846015507655;3.33721694462	1.08333333333;1.24427480916
IOH12815_KIAA1840	IOH12815	KIAA1840	1.77132685797	1.14311210999	0.180255184836;3.3623985311	1.04032258065;1.24590163934
IOH10696_SDPR	IOH10696	SDPR	1.46060569267	1.12303829253	0.211991640903;2.70921974443	1.04237288136;1.2037037037
IOH28942_GDA	IOH28942	GDA	3.09789337922	1.22881355932	3.49142543445;2.704361324	1.25423728814;1.20338983051
IOH27605_EML1	IOH27605	EML1	1.80685046844	1.14540707587	3.03325526387;0.580445673001	1.22463768116;1.06617647059
IOH39943_SELM	IOH39943	SELM	2.79947550335	1.20953458306	1.63730521907;3.96164578762	1.13445378151;1.28461538462
IOH12484_NFIC	IOH12484	NFIC	1.70991006889	1.13914434226	0.31117451661;3.10864562117	1.0487804878;1.22950819672
IOH7409_C4orf34	IOH7409	C4orf34	1.29599357484	1.112403698	0.0808142891607;2.51117286052	1.03389830508;1.19090909091
IOH10896_PAICS	IOH10896	PAICS	1.87203602043	1.14961832061	2.6518903833;1.09218165755	1.2;1.09923664122
IOH62089_COMMD7	IOH62089	COMMD7	2.25697346454	1.17448680352	3.55066681911;0.96328010997	1.25806451613;1.09090909091
IOH14346_MAP2K1IP1	IOH14346	MAP2K1IP1	2.89308986754	1.21558244162	4.39985090434;6.22064311375;0.259692496082;0.692172955995	1.31292517007;1.43055555556;1.04545454545;1.07339449541
IOH11293_LFNG	IOH11293	LFNG	1.95255648538	1.15482026144	2.62912725462;1.27598571614	1.19852941176;1.11111111111
IOH12297_IGHG1	IOH12297	IGHG1	1.843799315	1.14779411765	2.6518903833;1.03570824669	1.2;1.09558823529
IOH7543_ND	IOH7543	ND	2.39193892901	1.18320610687	3.33721694462;1.4466609134	1.24427480916;1.12213740458
IOH23098_TAC3	IOH23098	TAC3	1.79222994483	1.14446253216	0.798938477529;2.78552141213	1.0802919708;1.20863309353
IOH11198_ND	IOH11198	ND	1.5771161535	1.13056532958	2.54513915913;0.609093147876	1.19310344828;1.06802721088
IOH3899_MFGE8	IOH3899	MFGE8	10.5656110172	1.71125768443	10.0868506442;11.0443713902	1.68032786885;1.7421875
IOH7437_BZW2	IOH7437	BZW2	2.02607421857	1.15956979807	2.67499326018;1.37715517696	1.20149253731;1.11764705882
IOH42353_SGPP2	IOH42353	SGPP2	1.99741933645	1.15771857923	0.697992976865;3.29684569603	1.0737704918;1.24166666667
IOH10848_BBS10	IOH10848	BBS10	1.9131020808	1.1522713507	1.22306630587;2.60313785573	1.10769230769;1.1968503937
IOH14178_HEXIM2	IOH14178	HEXIM2	2.27115869869	1.17540322581	1.49097082039;3.05134657699	1.125;1.22580645161
IOH55143_C1orf176	IOH55143	C1orf176	1.88440509881	1.15041741205	1.23598848745;2.53282171018	1.10852713178;1.19230769231
IOH46684_DKFZP586H2123	IOH46684	DKFZP586H2123	2.44907516755	1.18689733409	2.19592197616;2.70222835893	1.17054263566;1.20325203252
IOH59249_LOC285636	IOH59249	LOC285636	1.62650700645	1.13375617423	0.7377024017;2.51531161119	1.07633587786;1.19117647059
IOH62382_SLFNL1	IOH62382	SLFNL1	1.52685028826	1.12731795568	0.494221700711;2.55947887581	1.06060606061;1.19402985075
IOH4951_TCL1A	IOH4951	TCL1A	1.63980666179	1.13461538462	0.30028408919;2.97932923438	1.04807692308;1.22115384615
IOH13099_ZNF643	IOH13099	ZNF643	2.8391215577	1.21209587514	2.53282171018;3.14542140522	1.19230769231;1.23188405797
