IDName	ID	Name	zscore	ratio	zscores	ratios
IOH26887_ATF7	IOH26887	ATF7	5.90377363712	1.52120437313	5.70655927389;6.10098800034	1.5046728972;1.53773584906
IOH27403_CLSTN3	IOH27403	CLSTN3	1.45335153528	1.14814814815	-0.314000806586;3.22070387715	1.0;1.2962962963
IOH25725_GAN	IOH25725	GAN	1.70172459498	1.16896799712	3.48580672843;-0.0823575384769	1.31851851852;1.01941747573
IOH13914_MGC29506	IOH13914	MGC29506	1.90641764902	1.18612637363	3.09446442416;0.718370873881	1.28571428571;1.08653846154
IOH22699_LGALS2	IOH22699	LGALS2	2.35349372183	1.22360248447	3.31675563486;1.39023180879	1.30434782609;1.14285714286
IOH3089_C2orf49	IOH3089	C2orf49	2.04599088036	1.19782608696	0.878962024176;3.21301973654	1.1;1.29565217391
IOH25749_MRPL43	IOH25749	MRPL43	1.40499652803	1.14409479409	2.6141806871;0.195812368953	1.24545454545;1.04273504274
IOH28334_	IOH28334		2.07468304055	1.20023120466	2.95872908311;1.19063699798	1.27433628319;1.12612612613
IOH28834_MRAS	IOH28834	MRAS	2.32839720799	1.2214987715	2.91022306034;1.74657135564	1.27027027027;1.17272727273
IOH27360_IZUMO1	IOH27360	IZUMO1	1.70622493956	1.1693452381	2.98084891647;0.43160096264	1.27619047619;1.0625
IOH5606_ND	IOH5606	ND	2.20332603623	1.21101469198	4.08722128749;0.319430784969	1.36893203883;1.05309734513
IOH11293_LFNG	IOH11293	LFNG	1.99218069212	1.19331545286	4.84475738049;-0.860395996248	1.43243243243;0.954198473282
IOH13241_TMEM174	IOH13241	TMEM174	2.94138615304	1.27288251366	3.16547411647;2.71729818961	1.29166666667;1.25409836066
IOH14256_CGRRF1	IOH14256	CGRRF1	2.74343537917	1.25628930818	1.82432879572;3.66254196262	1.17924528302;1.33333333333
IOH13684_FGF7	IOH13684	FGF7	1.5082209452	1.15274757141	-0.0182248981326;3.03466678853	1.02479338843;1.28070175439
IOH11842_MYL7	IOH11842	MYL7	1.09414971409	1.11803808839	2.79807614323;-0.609776715039	1.26086956522;0.97520661157
IOH5418_LOC51255	IOH5418	LOC51255	1.58960517565	1.15956959707	0.297775004061;2.88143534724	1.05128205128;1.26785714286
IOH5424_CBR3	IOH5424	CBR3	2.03477028866	1.19688552189	1.56381105665;2.50572952067	1.15740740741;1.23636363636
IOH21480_DBT	IOH21480	DBT	2.4894618457	1.235	0.7596657411;4.21925795031	1.09;1.38
IOH14547_RAC3	IOH14547	RAC3	1.53608955515	1.15508365508	2.5263868857;0.545792224594	1.2380952381;1.07207207207
IOH11381_TAF6	IOH11381	TAF6	1.46727387787	1.14931518724	0.00554280879668;2.92900494694	1.02678571429;1.27184466019
IOH6100_ARRB2	IOH6100	ARRB2	2.14629531131	1.20623409669	0.232394383076;4.06019623954	1.04580152672;1.36666666667
IOH5398_ND	IOH5398	ND	2.68581815484	1.25145954962	3.5166137876;1.85502252207	1.32110091743;1.18181818182
