Name	ID	F635 Median	B635 Median	Flags	row_number_orig	idname	ratio_naive	zscore_naive	zscore_mean_naive
MT1F	IOH23126	116.0	93.0	0	174	IOH23126_MT1F	1.24731182796	3.65000807344	2.59669114327
TRUB1	IOH22254	115.0	96.0	0	235	IOH22254_TRUB1	1.19791666667	2.79000041852	2.41325325417
NIP7	IOH10163	118.0	96.0	0	383	IOH10163_NIP7	1.22916666667	3.33408689408	2.33659502221
NDEL1	IOH55086	116.0	98.0	0	570	IOH55086_NDEL1	1.18367346939	2.54201542625	2.08619859741
SLC7A11	IOH13064	110.0	93.0	0	841	IOH13064_SLC7A11	1.18279569892	2.52673276905	2.44940584592
	IOH44484	151.0	92.0	0	1309	IOH44484_	1.64130434783	10.5097201225	5.57519301205
CPNE2	IOH28984	115.0	93.0	0	1326	IOH28984_CPNE2	1.23655913978	3.46279552271	2.53894228323
BCL2L2	IOH45796	111.0	93.0	0	1373	IOH45796_BCL2L2	1.1935483871	2.71394531978	2.99476414588
BCL2L2	IOH45796	114.0	93.0	0	1374	IOH45796_BCL2L2	1.22580645161	3.27558297198	2.99476414588
IGHG1	IOH63075	162.0	99.0	0	1490	IOH63075_IGHG1	1.63636363636	10.4236985454	4.7968551399
UQCRC2	IOH3418	104.0	86.0	0	1708	IOH3418_UQCRC2	1.20930232558	2.9882334755	1.07155270618
YWHAQ	IOH29111	114.0	94.0	0	2346	IOH29111_YWHAQ	1.21276595745	3.04853796364	1.56677054083
GBA3	IOH23144	111.0	93.0	0	2574	IOH23144_GBA3	1.1935483871	2.71394531978	1.3994742189
ANKHD1	IOH27425	102.0	86.0	0	2689	IOH27425_ANKHD1	1.18604651163	2.58333191229	1.36397318171
XCL1	IOH34717	100.0	84.0	0	2757	IOH34717_XCL1	1.19047619048	2.66045601957	1.50259711591
NXN	IOH41480	113.0	95.0	0	2900	IOH41480_NXN	1.18947368421	2.64300161635	2.31829279981
PYDC1	IOH42416	110.0	93.0	0	2907	IOH42416_PYDC1	1.18279569892	2.52673276905	2.4026255725
LOC541469	IOH12472	108.0	89.0	0	2965	IOH12472_LOC541469	1.21348314607	3.06102476777	3.07469759451
LOC541469	IOH12472	113.0	93.0	0	2966	IOH12472_LOC541469	1.21505376344	3.08837042124	3.07469759451
SRM	IOH3482	110.0	91.0	0	2985	IOH3482_SRM	1.20879120879	2.97933454005	1.83137186633
HOMER3	IOH12410	113.0	93.0	0	4037	IOH12410_HOMER3	1.21505376344	3.08837042124	2.52673276905
CLCF1	IOH11263	114.0	92.0	0	4039	IOH11263_CLCF1	1.23913043478	3.50756374136	2.9076089968
C18orf25	IOH12956	112.0	94.0	0	4043	IOH12956_C18orf25	1.1914893617	2.67809610794	1.75199146868
PHF6	IOH7544	110.0	93.0	0	4056	IOH7544_PHF6	1.18279569892	2.52673276905	1.76892026316
GNL1	IOH14481	112.0	94.0	0	4134	IOH14481_GNL1	1.1914893617	2.67809610794	1.83582830971
ND	IOH6618	114.0	94.0	0	4294	IOH6618_ND	1.21276595745	3.04853796364	1.75796633732
IGHG1	IOH13647	112.0	91.0	0	4324	IOH13647_IGHG1	1.23076923077	3.36198876462	2.56993566537
PRH1	IOH39901	110.0	92.0	0	4415	IOH39901_PRH1	1.19565217391	2.75057386232	1.13995709839
LZIC	IOH39898	115.0	95.0	0	4417	IOH39898_LZIC	1.21052631579	3.00954408409	1.88747530527
CDK5RAP1	IOH4833	115.0	96.0	0	4536	IOH4833_CDK5RAP1	1.19791666667	2.79000041852	2.22185569743
CPNE6	IOH55460	119.0	94.0	0	4598	IOH55460_CPNE6	1.26595744681	3.9746426029	3.1850667919
