IDName	ID	Name	zscore	ratio	zscores	ratios
IOH55086_NDEL1	IOH55086	NDEL1	2.56827197274	1.16463414634	1.8679662666;3.26857767888	1.12195121951;1.20731707317
IOH63076_IGKV1-5	IOH63076	IGKV1-5	1.80920040846	1.1183694997	2.77469119535;0.843709621574	1.17721518987;1.05952380952
IOH13480_TRAK1	IOH13480	TRAK1	1.95479904372	1.12724358974	1.09762998985;2.81196809759	1.075;1.17948717949
IOH27640_2-Sep	IOH27640	2-Sep	1.69517478814	1.11141975309	0.687450933401;2.70289864288	1.05;1.17283950617
IOH6546_ND	IOH6546	ND	1.37551107803	1.0919365722	2.67358110148;0.0774410545754	1.17105263158;1.01282051282
IOH14380_SH3GLB2	IOH14380	SH3GLB2	1.69011084917	1.11111111111	0.677323055464;2.70289864288	1.04938271605;1.17283950617
IOH14857_DHRS12	IOH14857	DHRS12	1.80911341493	1.11836419753	2.73834621566;0.879880614206	1.175;1.06172839506
IOH12056_SPRYD4	IOH12056	SPRYD4	1.5585528471	1.10309278351	0.374530828479;2.74257486573	1.03092783505;1.17525773196
IOH23110_CACNG6	IOH23110	CACNG6	1.00709712049	1.06948211288	-0.870307730428;2.88450197141	0.955056179775;1.18390804598
IOH12423_AASDH	IOH12423	AASDH	2.53489502063	1.16259985476	2.50034108414;2.56944895712	1.16049382716;1.16470588235
IOH13084_TMEM186	IOH13084	TMEM186	1.78162781848	1.11668897813	0.657799435345;2.90545620162	1.04819277108;1.18518518519
IOH5425_BTN3A2	IOH5425	BTN3A2	1.67202535286	1.11000881834	0.843709621574;2.50034108414	1.05952380952;1.16049382716
IOH5068_CDKN1A	IOH5068	CDKN1A	1.96568334188	1.12790697674	1.20255951592;2.72880716784	1.08139534884;1.17441860465
IOH26177_TMEM106B	IOH26177	TMEM106B	1.62040721866	1.1068627451	0.639194573819;2.60161986351	1.04705882353;1.16666666667
IOH13647_IGHG1	IOH13647	IGHG1	2.69832874674	1.17256097561	3.06849033427;2.32816715921	1.19512195122;1.15
IOH28846_ND	IOH28846	ND	1.45848518926	1.09699376064	2.66831564505;0.248654733476	1.17073170732;1.02325581395
IOH11355_CPN1	IOH11355	CPN1	1.42805757368	1.09513922814	2.63234488647;0.22377026089	1.16853932584;1.02173913043
IOH3899_MFGE8	IOH3899	MFGE8	9.62871842753	1.59496124031	8.45223586252;10.8052009926	1.52325581395;1.66666666667
IOH21605_TSPAN12	IOH21605	TSPAN12	3.65939427782	1.2311369509	4.97154330079;2.34724525486	1.31111111111;1.1511627907
IOH10234_C4orf20	IOH10234	C4orf20	1.61841912894	1.10674157303	0.420143233691;2.8166950242	1.03370786517;1.1797752809
IOH12812_PKIA	IOH12812	PKIA	1.89266840791	1.12345679012	0.474765496723;3.31057131911	1.03703703704;1.20987654321
IOH34868_TAS2R38	IOH34868	TAS2R38	1.84726757578	1.12068965517	0.998621252089;2.69591389948	1.06896551724;1.1724137931
IOH2920_HMGB2	IOH2920	HMGB2	1.39550843783	1.09315539112	-0.319352205163;3.11036908082	0.988636363636;1.1976744186
IOH26967_NDUFS6	IOH26967	NDUFS6	1.95957252076	1.12753452836	1.25082939648;2.66831564505	1.0843373494;1.17073170732
IOH29625_KCNAB2	IOH29625	KCNAB2	2.75699071823	1.17613636364	1.54509805144;3.96888338502	1.10227272727;1.25
IOH6489_GARS	IOH6489	GARS	4.21242120722	1.26484338476	4.14722210521;4.27762030923	1.26086956522;1.2688172043
IOH29495_	IOH29495		2.04156213139	1.13253171247	2.53802621135;1.54509805144	1.16279069767;1.10227272727
IOH5008_FUZ	IOH5008	FUZ	2.29698452953	1.14809945016	1.96162417259;2.63234488647	1.12765957447;1.16853932584
IOH25842_KCNAB1	IOH25842	KCNAB1	1.67007768402	1.10989010989	0.76858525226;2.57157011579	1.05494505495;1.16483516484
IOH28930_PHF8	IOH28930	PHF8	1.60305661747	1.10580524345	0.604493371422;2.60161986351	1.04494382022;1.16666666667
IOH57920_ZNF446	IOH57920	ZNF446	1.76694612545	1.11579414374	4.50389954561;-0.970007294711	1.28260869565;0.948979591837
IOH12346_ND	IOH12346	ND	1.5387563839	1.10188620903	2.71323321221;0.364279555591	1.17346938776;1.0303030303
IOH10505_MGC2408	IOH10505	MGC2408	2.56991520214	1.16473429952	2.41931806064;2.72051234364	1.15555555556;1.17391304348
IOH6646_DUSP6	IOH6646	DUSP6	1.63921652434	1.10800915332	2.72051234364;0.557920705048	1.17391304348;1.04210526316
