Name	ID	F635 Median	B635 Median	Flags	row_number_orig	idname	ratio_naive	zscore_naive	zscore_mean_naive
TCN2	IOH55245	1480.0	1250.0	0	563	IOH55245_TCN2	1.184	2.5502553894	2.58501613663
TCN2	IOH55245	1543.0	1298.0	0	564	IOH55245_TCN2	1.18875192604	2.61977688386	2.58501613663
ND	IOH55284	1588.0	1324.0	0	567	IOH55284_ND	1.19939577039	2.77549815562	2.45590905076
CACNB4	IOH53805	1573.0	1325.0	0	1367	IOH53805_CACNB4	1.18716981132	2.59663027367	2.15356682267
ND	IOH4268	1564.0	1310.0	0	4186	IOH4268_ND	1.19389312977	2.69499357783	1.80785007332
PSENEN	IOH14527	1406.0	1159.0	0	4193	IOH14527_PSENEN	1.2131147541	2.97620924449	2.14366747947
DHRS7	IOH4195	1432.0	1176.0	0	4320	IOH4195_DHRS7	1.21768707483	3.04310308243	1.95199104134
ALG8	IOH57885	1464.0	1205.0	0	4576	IOH57885_ALG8	1.21493775934	3.00288012435	2.46205463033
ND	IOH46773	1354.0	1126.0	0	5371	IOH46773_ND	1.20248667851	2.82071867244	2.38638129584
LFNG	IOH11293	1333.0	1100.0	0	5640	IOH11293_LFNG	1.21181818182	2.95724016925	2.32968971823
ND	IOH26205	1418.0	1200.0	0	5906	IOH26205_ND	1.18166666667	2.51611832181	1.62367202103
MFGE8	IOH3899	1352.0	1121.0	0	5964	IOH3899_MFGE8	1.20606601249	2.87308494359	2.1963687272
ND	IOH14014	1422.0	1189.0	0	6751	IOH14014_ND	1.19596299411	2.7252760488	1.82518159235
ND	IOH12347	1217.0	1027.0	0	8195	IOH12347_ND	1.18500486855	2.56495678894	2.19956641246
PREPL	IOH46686	1126.0	934.0	0	8567	IOH46686_PREPL	1.20556745182	2.86579091535	2.10359776435
C1orf176	IOH55143	1176.0	992.0	0	8570	IOH55143_C1orf176	1.18548387097	2.57196467662	1.96771508033
TMEM86B	IOH22378	1294.0	1072.0	0	8931	IOH22378_TMEM86B	1.20708955224	2.888059506	2.08331721851
SPC24	IOH44731	1321.0	1102.0	0	10059	IOH44731_SPC24	1.19872958258	2.76575171341	2.11768535377
PHF10	IOH57784	1339.0	1134.0	0	12570	IOH57784_PHF10	1.18077601411	2.50308792186	2.07668187377
BUB1	IOH21042	1327.0	1083.0	0	12966	IOH21042_BUB1	1.22530009234	3.15448283665	2.08972279588
MYT1	IOH40672	1213.0	1026.0	0	13191	IOH40672_MYT1	1.18226120858	2.52481657211	1.91395120738
