Name	ID	F635 Median	B635 Median	Flags	row_number_orig	idname	ratio_naive	zscore_naive	zscore_mean_naive
CLDN16	IOH40366	478.0	167.0	0	3591	IOH40366_CLDN16	2.8622754491	29.3583619587	12.9319005892
PTK6	IOH37738	161.0	129.0	0	3623	IOH37738_PTK6	1.2480620155	3.56508724934	1.98268560745
ING5	IOH44706	674.0	529.0	0	3663	IOH44706_ING5	1.2741020794	3.98117753047	1.50761126294
YTHDF3	IOH40228	640.0	535.0	0	3759	IOH40228_YTHDF3	1.19626168224	2.73737748183	-1.25478234206
PFKL	IOH56888	555.0	185.0	0	3790	IOH56888_PFKL	3.0	31.5590419318	15.1046306737
ATP6V0D1	IOH57018	632.0	189.0	0	3791	IOH57018_ATP6V0D1	3.34391534392	37.0544137071	18.1901288714
PEX11A	IOH9834	215.0	174.0	0	5662	IOH9834_PEX11A	1.23563218391	3.36647283177	2.03808691976
MYL7	IOH11842	153.0	124.0	0	5676	IOH11842_MYL7	1.23387096774	3.33833062242	1.97979934351
NAT9	IOH5165	135.0	109.0	0	5709	IOH5165_NAT9	1.23853211009	3.41281031797	0.743380837591
TAF6	IOH11381	158.0	129.0	0	5768	IOH11381_TAF6	1.22480620155	3.19348608099	1.60766179676
PNCK	IOH21855	137.0	108.0	0	5769	IOH21855_PNCK	1.26851851852	3.89195864743	2.60501803856
WDR4	IOH6391	151.0	124.0	0	5803	IOH6391_WDR4	1.21774193548	3.08060723146	1.83155307794
COPS2	IOH13834	130.0	105.0	0	5833	IOH13834_COPS2	1.2380952381	3.40582960576	2.52479024421
MT1X	IOH28691	170.0	142.0	0	5882	IOH28691_MT1X	1.19718309859	2.75210065567	1.93162736514
ND	IOH10611	169.0	141.0	0	5945	IOH10611_ND	1.19858156028	2.77444646561	2.49865901828
PIP5K3	IOH21668	159.0	123.0	0	5947	IOH21668_PIP5K3	1.29268292683	4.27807810894	2.1172525617
MFGE8	IOH3899	227.0	146.0	0	5963	IOH3899_MFGE8	1.55479452055	8.4663200109	6.66049104552
MFGE8	IOH3899	194.0	146.0	0	5964	IOH3899_MFGE8	1.32876712329	4.85466208014	6.66049104552
ARHGEF16	IOH27071	199.0	159.0	0	9041	IOH27071_ARHGEF16	1.25157232704	3.62117799173	1.75392802837
	IOH27807	202.0	167.0	0	9068	IOH27807_	1.20958083832	2.95020228215	2.00651197027
BRSK2	IOH14775	272.0	183.0	0	11965	IOH14775_BRSK2	1.48633879781	7.37247626933	4.89208413374
ZNF83	IOH28855	223.0	183.0	0	13081	IOH28855_ZNF83	1.21857923497	3.0939863146	1.88326780273
LY86	IOH26154	337.0	187.0	0	14653	IOH26154_LY86	1.80213903743	12.4186010037	6.50648917391
nd	nd	227.0	161.0	0	17551	nd_nd	1.4099378882	6.15167757645	1.46598821085
nd	nd	481.0	156.0	0	17552	nd_nd	3.08333333333	32.890612785	1.46598821085
	KLHL21	259.0	188.0	0	20743	KLHL21_	1.37765957447	5.63590723538	4.51666456626
	KLHL21	224.0	181.0	0	20744	KLHL21_	1.23756906077	3.39742189714	4.51666456626
	IOH11035	258.0	201.0	0	20765	IOH11035_	1.28358208955	4.13265719304	1.75157971648
APPBP2	IOH10798	652.0	154.0	0	20844	IOH10798_APPBP2	4.23376623377	51.2732078111	26.2362171443
CYB5R1	IOH14058	173.0	146.0	0	20853	IOH14058_CYB5R1	1.18493150685	2.55633430603	2.24396237641
SERPINB9	IOH4093	274.0	173.0	0	21021	IOH4093_SERPINB9	1.5838150289	8.93003436774	4.31657596876
PPP2R5E	IOH29856	217.0	169.0	0	21516	IOH29856_PPP2R5E	1.28402366864	4.13971311914	2.39054903971
FABP4	IOH7333	250.0	211.0	0	21692	IOH7333_FABP4	1.18483412322	2.55477822765	1.72791738623
LRRC6	IOH26570	240.0	200.0	0	21853	IOH26570_LRRC6	1.2	2.79711150141	1.78668420688
UBB	IOH56688	280.0	218.0	0	22208	IOH56688_UBB	1.28440366972	4.14578509958	1.87356327659
GDI1	IOH3509	345.0	224.0	0	23744	IOH3509_GDI1	1.54017857143	8.23277394881	3.4470915177
ZNF468	IOH51995	495.0	239.0	0	23775	IOH51995_ZNF468	2.07112970711	16.7167626302	8.19487906036
MAP7	IOH55674	554.0	243.0	0	23806	IOH55674_MAP7	2.27983539095	20.0516394962	9.43415263421
CYGB	IOH54738	296.0	227.0	0	23837	IOH54738_CYGB	1.30396475771	4.45834879499	1.57430772713
ANKDD1A	IOH63557	311.0	221.0	0	23869	IOH63557_ANKDD1A	1.407239819	6.10856553286	2.92791627971
FLJ25404	IOH63606	278.0	227.0	0	23901	IOH63606_FLJ25404	1.22466960352	3.19130340159	1.03150849519
NUP62CL	IOH13232	245.0	186.0	0	24075	IOH13232_NUP62CL	1.31720430108	4.66990147567	2.31316424507
SIGLEC7	IOH11617	530.0	184.0	0	24133	IOH11617_SIGLEC7	2.88043478261	29.6485272293	14.4932405208
MFSD8	IOH22521	230.0	190.0	0	24161	IOH22521_MFSD8	1.21052631579	2.96530992498	3.18754100276
MFSD8	IOH22521	239.0	193.0	0	24162	IOH22521_MFSD8	1.23834196891	3.40977208053	3.18754100276
ND	IOH6616	236.0	192.0	0	24193	IOH6616_ND	1.22916666667	3.26316130005	1.47386296599
