IDName	ID	Name	zscore	ratio	zscores	ratios
IOH55245_TCN2	IOH55245	TCN2	2.58501613663	1.18637596302	2.5502553894;2.61977688386	1.184;1.18875192604
IOH55284_ND	IOH55284	ND	2.45590905076	1.17755124876	2.77549815562;2.13631994591	1.19939577039;1.15570672714
IOH53805_CACNB4	IOH53805	CACNB4	2.15356682267	1.15688558388	2.59663027367;1.71050337167	1.18716981132;1.12660135644
IOH4268_ND	IOH4268	ND	1.80785007332	1.13325518818	0.920706568814;2.69499357783	1.0726172466;1.19389312977
IOH14527_PSENEN	IOH14527	PSENEN	2.14366747947	1.15620894499	2.97620924449;1.31112571445	1.2131147541;1.09930313589
IOH4195_DHRS7	IOH4195	DHRS7	1.95199104134	1.14310749681	0.860879000243;3.04310308243	1.06852791878;1.21768707483
IOH57885_ALG8	IOH57885	ALG8	2.46205463033	1.17797131079	1.9212291363;3.00288012435	1.14100486224;1.21493775934
IOH46773_ND	IOH46773	ND	2.38638129584	1.17279889481	2.82071867244;1.95204391924	1.20248667851;1.14311111111
IOH11293_LFNG	IOH11293	LFNG	2.32968971823	1.16892391793	1.70213926722;2.95724016925	1.12602965404;1.21181818182
IOH26205_ND	IOH26205	ND	1.62367202103	1.12066626889	0.73122572026;2.51611832181	1.05966587112;1.18166666667
IOH3899_MFGE8	IOH3899	MFGE8	2.1963687272	1.15981117526	1.5196525108;2.87308494359	1.11355633803;1.20606601249
IOH14014_ND	IOH14014	ND	1.82518159235	1.13443983039	2.7252760488;0.925087135894	1.19596299411;1.07291666667
IOH12347_ND	IOH12347	ND	2.19956641246	1.16002974311	2.56495678894;1.83417603599	1.18500486855;1.13505461768
IOH46686_PREPL	IOH46686	PREPL	2.10359776435	1.15347010395	2.86579091535;1.34140461335	1.20556745182;1.10137275607
IOH55143_C1orf176	IOH55143	C1orf176	1.96771508033	1.1441822647	1.36346548403;2.57196467662	1.10288065844;1.18548387097
IOH22378_TMEM86B	IOH22378	TMEM86B	2.08331721851	1.15208389016	2.888059506;1.27857493102	1.20708955224;1.09707822809
IOH44731_SPC24	IOH44731	SPC24	2.11768535377	1.15443301741	2.76575171341;1.46961899413	1.19872958258;1.11013645224
IOH57784_PHF10	IOH57784	PHF10	2.07668187377	1.15163035176	1.65027582569;2.50308792186	1.12248468941;1.18077601411
IOH21042_BUB1	IOH21042	BUB1	2.08972279588	1.15252172353	1.02496275511;3.15448283665	1.07974335472;1.22530009234
IOH40672_MYT1	IOH40672	MYT1	1.91395120738	1.14050740199	2.52481657211;1.30308584265	1.18226120858;1.0987535954
IOH59047_STX10	IOH59047	STX10	3.25441927782	1.23213093769	1.68899825015;4.81984030548	1.12513144059;1.33913043478
IOH6464_TBCD	IOH6464	TBCD	2.06490176343	1.15082515887	1.42206314651;2.70774038035	1.10688591984;1.19476439791
IOH45846_LYL1	IOH45846	LYL1	2.13140847403	1.15537101871	2.56253075683;1.70028619122	1.18483904465;1.12590299278
IOH45875_C5orf4	IOH45875	C5orf4	2.44328717952	1.17668851992	2.23781755417;2.64875680487	1.16264428122;1.19073275862
IOH12440_ALG2	IOH12440	ALG2	1.69776225489	1.12573047694	2.55574170383;0.839782805943	1.184375;1.06708595388
IOH53756_ND	IOH53756	ND	2.07920004518	1.15180247355	1.22628243838;2.93211765197	1.09350393701;1.2101010101
IOH27118_RHOBTB1	IOH27118	RHOBTB1	2.13694008137	1.15574911457	1.47243071208;2.80144945067	1.1103286385;1.20116959064
IOH14793_DYRK1B	IOH14793	DYRK1B	2.27942914235	1.16548851221	1.88006118663;2.67879709807	1.13819095477;1.19278606965
IOH57484_RNF121	IOH57484	RNF121	2.73712585792	1.19677295105	1.93011459851;3.54413711732	1.14161220044;1.25193370166
IOH46674_ILF3	IOH46674	ILF3	2.23296048183	1.16231229111	1.66822193755;2.7976990261	1.12371134021;1.20091324201
IOH21606_LOC201164	IOH21606	LOC201164	2.67332253157	1.19241187265	4.56903067211;0.777614391029	1.32198712052;1.06283662478
IOH10084_TBPL1	IOH10084	TBPL1	2.40358990262	1.17397513573	2.18768867312;2.61949113212	1.15921787709;1.18873239437
IOH10723_LOC153328	IOH10723	LOC153328	1.93192885697	1.14173620844	1.1487748266;2.71508288735	1.0882061447;1.19526627219
IOH22574_WDSUB1	IOH22574	WDSUB1	2.48633680041	1.17963104318	2.0807809474;2.89189265342	1.15191053122;1.20735155514
IOH28218_OR4K14	IOH28218	OR4K14	1.67224445038	1.12398628659	0.728037979818;2.61645092093	1.05944798301;1.18852459016
IOH26659_SPNS1	IOH26659	SPNS1	2.7683268128	1.19890559551	2.55224476121;2.9844088644	1.18413597734;1.21367521368
IOH26965_MBNL1	IOH26965	MBNL1	2.1004287844	1.15325349815	1.46085328421;2.74000428458	1.10953729934;1.19696969697
IOH2918_SSR4	IOH2918	SSR4	2.59575867254	1.18711023573	2.30345783907;2.888059506	1.16713091922;1.20708955224
IOH40156_ND	IOH40156	ND	2.85086845844	1.20454747358	3.15823604388;2.54350087299	1.22555663117;1.18353831599
IOH37495_LRRC55	IOH37495	LRRC55	2.54400765513	1.18357295551	1.64788729151;3.44012801875	1.12232142857;1.24482448245
IOH53762_CENPP	IOH53762	CENPP	2.08977911712	1.15252557319	2.81272118799;1.36683704626	1.20194003527;1.10311111111
IOH40193_ND	IOH40193	ND	2.44201373404	1.1766014775	2.67586851024;2.20815895784	1.19258589512;1.16061705989
IOH46724_SPG7	IOH46724	SPG7	2.7231323354	1.19581646723	2.84100954831;2.60525512248	1.20387359837;1.1877593361
IOH46727_OPHN1	IOH46727	OPHN1	2.72953208389	1.19625390219	2.67472602919;2.78433813859	1.19250780437;1.2
IOH10484_PPP1R7	IOH10484	PPP1R7	1.07888066615	1.08342874623	-0.410413667984;2.56817500029	0.981632653061;1.1852248394
IOH12727_CHST11	IOH12727	CHST11	2.2214090374	1.16152272797	1.50658197738;2.93623609743	1.11266294227;1.21038251366
IOH3081_BRP44L	IOH3081	BRP44L	1.77570167165	1.13105778394	1.04983323156;2.50157011173	1.08144329897;1.18067226891
IOH46526_ANTXR2	IOH46526	ANTXR2	2.47731184046	1.17901417004	2.29896391784;2.65565976308	1.16682375118;1.19120458891
IOH46548_PGM5	IOH46548	PGM5	2.3953335057	1.17341079534	2.05146733398;2.73919967743	1.14990689013;1.19691470054
IOH11099_SFRS14	IOH11099	SFRS14	1.46831643525	1.11004741987	0.193345876542;2.74328699396	1.02290076336;1.19719407638
IOH26190_CACNG3	IOH26190	CACNG3	2.019111575	1.14769531262	1.14003153416;2.89819161583	1.08760852407;1.20778210117
IOH27707_CCDC110	IOH27707	CCDC110	2.60296951298	1.18760311035	2.09886079306;3.10707823289	1.15314632297;1.22205989774
IOH6784_SPIB	IOH6784	SPIB	2.20853802502	1.16064296985	1.70655987937;2.71051617067	1.12633181126;1.19495412844
IOH3712_TIMM22	IOH3712	TIMM22	2.06029738528	1.15051044089	2.53786383738;1.58273093319	1.18315301391;1.11786786787
IOH4726_ND	IOH4726	ND	2.30652230713	1.16734038143	1.60518996169;3.00785465258	1.11940298507;1.21527777778
IOH27441_Tenr	IOH27441	Tenr	3.12390393118	1.22320996613	3.23213794706;3.0156699153	1.23060796646;1.21581196581
IOH29106_MRPS17	IOH29106	MRPS17	1.9188683781	1.14084349993	1.00695362768;2.83078312851	1.07851239669;1.20317460317
IOH14809_TTYH1	IOH14809	TTYH1	1.45667884507	1.1092519685	0.0743004049579;2.83905728518	1.01476377953;1.20374015748
IOH3208_KYNU	IOH3208	KYNU	2.10468389418	1.15354434298	1.60187788062;2.60748990775	1.11917659805;1.18791208791
IOH23006_C1orf144	IOH23006	C1orf144	2.73859773272	1.19687355648	3.07019660015;2.40699886529	1.21953896817;1.1742081448
IOH13401_RNUXA	IOH13401	RNUXA	2.69727597302	1.19404913581	2.47024405422;2.92430789181	1.17853107345;1.20956719818
IOH57619_ALDOB	IOH57619	ALDOB	2.54993414409	1.18397804227	2.78103561674;2.31883267145	1.19977426637;1.16818181818
IOH26656_APBA2BP	IOH26656	APBA2BP	3.91614501021	1.2773611469	3.01276461318;4.81952540725	1.2156133829;1.33910891089
BC082571_	BC082571		2.28618878524	1.16595054663	2.05726293277;2.51511463771	1.1503030303;1.18159806295
BC125062_	BC125062		2.16075632579	1.15737700006	1.78520445302;2.53630819857	1.13170731707;1.18304668305
IOH13032_CLCN7	IOH13032	CLCN7	1.55813089902	1.11618640886	0.547814870818;0.947118956524;1.64975338485;3.08783638389	1.0471293916;1.0744225834;1.12244897959;1.22074468085
IOH3876_RPLP0	IOH3876	RPLP0	2.71486788294	1.19525157623	2.47031037827;2.95942538761	1.17853560682;1.21196754564
IOH6290_C18orf45	IOH6290	C18orf45	2.76296846828	1.19853934249	2.90750796299;2.61842897357	1.20841889117;1.18865979381
IOH9626_ND	IOH9626	ND	2.42811388304	1.17565139632	2.57196467662;2.28426308945	1.18548387097;1.16581892167
IOH6773_UPK1A	IOH6773	UPK1A	2.06692254967	1.15096328344	2.79380750547;1.34003759387	1.20064724919;1.1012793177
IOH12902_HTN1	IOH12902	HTN1	2.90615445355	1.20832637623	2.97646741336;2.83584149375	1.21313240043;1.20352035204
IOH22182_SPINK6	IOH22182	SPINK6	1.04360992497	1.08101792416	0.0736795944509;-0.372774952067;1.79888615041;2.67464890708	1.01472134595;0.984205330701;1.13264248705;1.19250253293
IOH21759_ND	IOH21759	ND	1.87379203824	1.13776244659	1.21857692058;2.5290071559	1.09297725025;1.18254764293
IOH10801_PER3	IOH10801	PER3	0.727785377806	1.05943071719	-0.799232038647;-0.46904946851;1.30268379458;2.8767392238	0.955056179775;0.977624784854;1.09872611465;1.20631578947
IOH22798_PTGS1	IOH22798	PTGS1	2.30111275518	1.16697062829	1.89830692092;2.70391858945	1.13943808533;1.19450317125
IOH12995_ARMC7	IOH12995	ARMC7	1.7246248046	1.12756658317	2.67950655966;0.769743049546	1.1928345627;1.06229860365
IOH13180_ISOC2	IOH13180	ISOC2	2.62110349876	1.18884260268	3.22967241492;2.0125345826	1.23043944266;1.14724576271
IOH2965_HSF2BP	IOH2965	HSF2BP	2.47831535528	1.17908276219	2.94326013285;2.01337057772	1.21086261981;1.14730290456
IOH10883_BTN2A1	IOH10883	BTN2A1	2.19530659357	1.15973857641	1.65499154161;2.73562164552	1.12280701754;1.19667013528
IOH26197_BPI	IOH26197	BPI	2.15676094216	1.15710390801	1.41700351449;2.89651836983	1.10654008439;1.20766773163
IOH26444_ZNF20	IOH26444	ZNF20	2.28512231754	1.16587765154	2.65091345387;1.9193311812	1.19088016967;1.1408751334
IOH26900_KIF3A	IOH26900	KIF3A	1.76044911701	1.13001524289	0.884713734153;2.63618449986	1.07015706806;1.18987341772
IOH26442_SUHW3	IOH26442	SUHW3	2.75061245699	1.19769478568	2.7874709377;2.71375397628	1.20021413276;1.1951754386
IOH28227_OR51D1	IOH28227	OR51D1	2.09148392217	1.15264209985	0.89667401971;3.28629382462	1.07097457627;1.23430962343
IOH27211_PLK4	IOH27211	PLK4	2.66915282742	1.19212686546	2.19408093661;3.14422471823	1.15965480043;1.22459893048
IOH28744_MGC4836	IOH28744	MGC4836	2.36835257671	1.17156659765	2.97011809827;1.76658705515	1.2126984127;1.13043478261
IOH29403_NPAS2	IOH29403	NPAS2	2.49699832529	1.18035977863	2.1810653423;2.81293130828	1.15876515987;1.20195439739
IOH11485_GABRA3	IOH11485	GABRA3	2.37299446017	1.17188387919	2.51265725306;2.23333166728	1.18143009605;1.16233766234
IOH28949_CSF3R	IOH28949	CSF3R	3.91767248151	1.27746555246	3.25658795975;4.57875700326	1.23227917121;1.3226519337
IOH2174_GTF2H2	IOH2174	GTF2H2	2.78716475488	1.20019320459	2.5300403225;3.04428918726	1.18261826183;1.21776814735
IOH27903_FTSJ3	IOH27903	FTSJ3	2.77036825131	1.1990451317	3.22844023273;2.3122962699	1.23035522067;1.16773504274
IOH11501_RAI2	IOH11501	RAI2	2.56897800964	1.18527972661	2.53551497947;2.60244103981	1.18299246502;1.18756698821
IOH27236_FUT9	IOH27236	FUT9	2.37764446225	1.17220171566	1.97726369716;2.77802522734	1.14483493078;1.19956850054
IOH27274_DMRTC2	IOH27274	DMRTC2	2.30314465936	1.16710951279	1.6059352203;3.00035409842	1.11945392491;1.21476510067
IOH10358_POLR1D	IOH10358	POLR1D	2.00091135301	1.14645129292	1.48205602776;2.51976667826	1.11098654709;1.18191603875
IOH7231_PRM2	IOH7231	PRM2	2.81391677764	1.20202175609	2.698184455;2.92964910028	1.19411123228;1.20993227991
IOH10627_SPINK1	IOH10627	SPINK1	2.39438698024	1.17334609853	2.21748041728;2.5712935432	1.16125419933;1.18543799772
IOH10618_HOXB7	IOH10618	HOXB7	3.03250843745	1.21696291075	3.017272172;3.04774470289	1.2159214831;1.21800433839
IOH22298_WDR69	IOH22298	WDR69	2.87338244481	1.20608634726	2.55376273359;3.19300215604	1.18423973363;1.22793296089
IOH11321_CPB1	IOH11321	CPB1	3.19961374793	1.22838487574	3.26600336999;3.13322412586	1.23292273236;1.22384701912
IOH22392_TMEM151	IOH22392	TMEM151	3.41704407657	1.24324665121	2.92305862116;3.91102953197	1.20948180816;1.27701149425
IOH11296_KCNN4	IOH11296	KCNN4	3.01609997339	1.2158413611	2.60469966519;3.4275002816	1.18772136954;1.24396135266
IOH3368_C11orf71	IOH3368	C11orf71	2.62111981325	1.18884371781	3.11128780239;2.1309518241	1.2223476298;1.15533980583
IOH14495_PRAME	IOH14495	PRAME	2.30609277355	1.16731102199	1.62233997819;2.9898455689	1.12057522124;1.21404682274
IOH13347_CSF1	IOH13347	CSF1	2.74705673989	1.19745174567	2.45603580789;3.03807767188	1.17755991285;1.21734357849
IOH21711_ND	IOH21711	ND	2.04509466082	1.14947130583	1.51300405843;2.5771852632	1.1131019037;1.18584070796
IOH11185_MMP23B	IOH11185	MMP23B	1.97962474932	1.14499631317	1.24398084077;2.71526865788	1.09471365639;1.19527896996
IOH13664_LTF	IOH13664	LTF	3.50908390917	1.24953774838	3.26066931427;3.75749850407	1.23255813953;1.26651735722
IOH26311_SENP2	IOH26311	SENP2	3.01431073918	1.21571906355	2.35375114175;3.67487033661	1.17056856187;1.26086956522
